carat,cut,color,clarity,depth,table,price,x,y,z
0.96,Ideal,J,VS2,61.5,57,3326,6.32,6.36,3.9
0.92,Ideal,J,VS1,62.4,56,3332,6.23,6.19,3.88
0.9,Very Good,J,VS1,60.4,58,3358,6.22,6.27,3.77
1.02,Very Good,J,SI2,63.1,58,3359,6.38,6.34,4.01
0.95,Very Good,J,VS1,62.4,57,3365,6.25,6.29,3.91
1.03,Premium,J,SI2,62,58,3378,6.47,6.52,4.03
0.31,Premium,J,VS1,60.7,60,408,4.34,4.39,2.65
0.31,Premium,J,VS1,61.8,59,408,4.31,4.33,2.67
0.4,Good,J,VS1,64,56,567,4.66,4.69,2.99
0.39,Ideal,J,SI1,61,56,568,4.71,4.73,2.88
1.06,Premium,J,SI2,62.9,59,3391,6.43,6.39,4.03
1.05,Very Good,J,SI2,60.9,60,3395,6.51,6.59,3.99
1.01,Good,J,SI1,62.8,58,3399,6.28,6.33,3.96
1.14,Fair,J,SI2,64.4,55,3403,6.56,6.54,4.22
1.04,Good,J,SI1,64.2,58,3407,6.42,6.34,4.1
1,Premium,J,SI1,62.7,57,3416,6.4,6.33,3.99
0.9,Very Good,J,VS1,62.4,58,3418,6.15,6.19,3.85
0.9,Ideal,J,VS1,62.1,57,3418,6.16,6.18,3.83
1.01,Premium,J,SI2,63,60,3421,6.38,6.31,4
1,Good,J,VS2,57.6,58,3422,6.59,6.56,3.79
1,Fair,J,VS2,65.3,61,3422,6.33,6.13,4.03
0.9,Good,J,VS2,57.9,63,3423,6.32,6.35,3.67
0.9,Good,J,VS2,62.3,64,3423,6.09,6.17,3.82
1.04,Good,J,SI2,64.2,59,3425,6.47,6.38,4.13
1,Fair,J,SI1,64.9,58,3427,6.29,6.23,4.06
1.09,Fair,J,VS2,64.6,58,3443,6.48,6.41,4.16
1.22,Very Good,J,SI2,63.5,58,3443,6.8,6.75,4.3
1.02,Premium,J,SI1,58.9,62,3444,6.51,6.43,3.81
0.9,Ideal,J,SI1,62.7,56,3445,6.21,6.16,3.88
1.02,Ideal,J,VVS2,62.7,57,3451,6.45,6.37,4.02
0.35,Ideal,J,IF,61.8,55,569,4.54,4.56,2.81
0.35,Ideal,J,IF,61.8,53,569,4.58,4.61,2.84
1.02,Premium,J,SI2,61.4,60,3455,6.5,6.44,3.97
1.05,Premium,J,SI2,60.9,60,3457,6.59,6.51,3.99
1.04,Very Good,J,SI2,62.8,57,3459,6.44,6.5,4.06
0.9,Premium,J,VVS2,62.5,61,3459,6.15,6.08,3.82
1.01,Very Good,J,SI2,63.5,59,3462,6.3,6.36,4.02
1,Ideal,J,SI2,62.1,56,3465,6.34,6.41,3.96
1,Very Good,J,SI1,61.9,62,3465,6.33,6.36,3.93
0.91,Very Good,J,VS2,61.9,59,3478,6.11,6.16,3.8
1.02,Very Good,J,SI1,61.9,60,3483,6.37,6.42,3.96
0.92,Ideal,J,VS1,62,55,3489,6.24,6.27,3.88
1.02,Premium,J,SI1,61.2,57,3496,6.58,6.43,3.98
0.9,Ideal,J,VS1,62.4,56,3498,6.15,6.18,3.85
1.01,Premium,J,SI2,61.7,58,3499,6.4,6.44,3.96
1.01,Premium,J,SI2,61.8,60,3499,6.37,6.41,3.95
1.01,Very Good,J,SI1,62.9,57,3499,6.35,6.37,4
1.02,Premium,J,VS2,61.6,58,3513,6.4,6.35,3.93
1.11,Premium,J,SI1,59.5,58,3524,6.89,6.77,4.07
1,Premium,J,SI1,61.9,62,3528,6.36,6.33,3.93
1,Ideal,J,SI2,62.1,56,3528,6.41,6.34,3.96
1.05,Ideal,J,VS1,60.6,56,3528,6.59,6.55,3.98
1.02,Good,J,SI2,63.4,56,3534,6.36,6.42,4.05
1.02,Very Good,J,SI2,62.6,60,3534,6.39,6.42,4.01
1.01,Premium,J,VS2,59.8,61,3535,6.47,6.43,3.86
1,Good,J,SI2,57.8,61,3536,6.54,6.58,3.79
1.08,Ideal,J,SI2,61.8,57,3537,6.56,6.58,4.06
1.01,Good,J,VS2,63.3,54,3555,6.34,6.42,4.04
0.95,Ideal,J,VVS2,60.6,57,3558,6.4,6.34,3.86
1.01,Premium,J,SI2,62.5,62,3563,6.41,6.36,3.99
1.01,Premium,J,SI2,61.7,58,3563,6.44,6.4,3.96
1.01,Premium,J,SI2,61.8,60,3563,6.41,6.37,3.95
0.93,Very Good,J,VS2,62.8,56,3576,6.14,6.22,3.88
1,Good,J,VS2,64.3,59,3580,6.27,6.21,4.01
0.9,Ideal,J,VS1,61.6,55,3587,6.24,6.27,3.85
1.01,Very Good,J,SI2,61.9,59,3592,6.34,6.38,3.94
1.05,Premium,J,VS2,59.4,62,3593,6.66,6.58,3.93
1.01,Ideal,J,SI1,60.5,56,3599,6.49,6.53,3.94
1.02,Premium,J,SI2,62.6,60,3599,6.42,6.39,4.01
1.02,Very Good,J,SI2,63.4,56,3599,6.42,6.36,4.05
1.02,Very Good,J,SI2,61.1,61,3601,6.44,6.5,3.95
1.04,Premium,J,SI2,62,59,3603,6.47,6.49,4.02
1,Good,J,SI1,58.7,62,3614,6.47,6.51,3.81
1.09,Ideal,J,VS2,62.5,55,3615,6.64,6.58,4.13
1.05,Ideal,J,SI2,61.6,57,3616,6.55,6.51,4.02
1,Good,J,SI1,59.5,61,3616,6.46,6.52,3.86
0.9,Premium,J,VVS1,62,58,3617,6.19,6.11,3.81
1.01,Very Good,J,VS2,63.3,54,3620,6.42,6.34,4.04
1.03,Premium,J,SI2,62.8,58,3634,6.48,6.41,4.05
1.12,Ideal,J,VS2,62.9,57,3638,6.55,6.52,4.11
1.02,Good,J,SI2,62.2,61,3639,6.41,6.48,4.01
1.03,Very Good,J,SI2,63.1,57,3640,6.41,6.43,4.05
1,Premium,J,VS1,59.7,62,3640,6.52,6.46,3.87
0.9,Very Good,J,VS1,62.4,57,3643,6.13,6.18,3.84
0.93,Very Good,J,VS1,63,53,3651,6.22,6.26,3.93
1.02,Premium,J,VS2,58.9,60,3651,6.57,6.53,3.86
1.01,Good,J,VS2,62.8,58,3655,6.3,6.35,3.97
0.9,Ideal,J,VS1,62.6,54,3656,6.15,6.18,3.86
1.01,Premium,J,SI2,61.9,59,3658,6.38,6.34,3.94
1.01,Good,J,SI1,63.6,54,3665,6.44,6.36,4.07
0.91,Very Good,J,VS1,62.1,55,3666,6.16,6.24,3.85
0.95,Premium,J,VVS2,62.6,59,3669,6.23,6.26,3.91
1.04,Premium,J,SI2,62,59,3669,6.49,6.47,4.02
1.06,Premium,J,SI2,61.3,60,3672,6.52,6.59,4.02
0.9,Ideal,J,IF,62.2,57,3677,6.17,6.14,3.83
1,Good,J,SI1,63.9,60,3679,6.26,6.19,3.98
0.38,Ideal,J,VS2,62.3,55,572,4.63,4.65,2.89
1,Premium,J,VS2,62,62,3685,6.42,6.35,3.96
1,Premium,J,VS2,60.7,61,3685,6.5,6.41,3.92
1,Good,J,SI1,61.7,62,3690,6.37,6.4,3.94
1.21,Premium,J,VS2,59,60,3694,6.93,6.88,4.07
1.1,Premium,J,VS2,61.2,57,3696,6.66,6.61,4.06
1.31,Premium,J,SI2,59.7,59,3697,7.06,7.01,4.2
1.01,Good,J,SI1,63.6,54,3699,6.44,6.36,4.07
1,Premium,J,SI1,60.8,58,3712,6.39,6.44,3.9
0.97,Good,J,VS2,60,56,3717,6.4,6.46,3.86
1.01,Premium,J,VS2,61,61,3722,6.28,6.22,3.81
1.1,Premium,J,SI2,59.6,59,3726,6.74,6.72,4.01
1.03,Very Good,J,SI2,58,60,3729,6.64,6.67,3.86
1.11,Very Good,J,VS2,63.2,59,3730,6.55,6.46,4.11
1.01,Ideal,J,SI2,61.6,55,3732,6.45,6.5,3.99
1.15,Good,J,SI2,63.8,60,3733,6.63,6.56,4.21
1.01,Premium,J,SI2,61.2,59,3733,6.43,6.37,3.92
1.03,Ideal,J,SI1,62.3,57,3738,6.48,6.43,4.02
1.06,Premium,J,SI2,61.3,60,3740,6.59,6.52,4.02
1.08,Good,J,SI2,63.2,59,3742,6.4,6.57,4.1
1.02,Very Good,J,SI2,63.3,56,3745,6.38,6.42,4.05
0.9,Very Good,J,VVS1,60.4,60,3746,6.23,6.28,3.78
1.01,Very Good,J,SI1,62.9,56,3749,6.35,6.4,4.01
1.03,Premium,J,SI1,61.1,61,3749,6.49,6.44,3.95
1.25,Premium,J,VS2,59.8,58,3751,7.02,6.96,4.18
1.06,Very Good,J,SI2,62,58,3754,6.45,6.53,4.04
1.02,Very Good,J,SI2,62.9,59,3755,6.34,6.41,4.01
1.01,Good,J,SI2,59.5,62,3756,6.42,6.46,3.83
1.04,Ideal,J,SI2,60.4,57,3762,6.55,6.6,3.97
1,Good,J,VS2,58.7,61,3769,6.5,6.52,3.82
1.07,Ideal,J,SI1,60.8,56,3775,6.61,6.57,4.01
1,Good,J,SI1,63.8,59,3780,6.34,6.27,4.02
1,Premium,J,SI1,62.8,59,3780,6.37,6.27,3.97
1,Fair,J,SI1,64.7,52,3780,6.35,6.3,4.09
1,Premium,J,SI1,60.8,58,3780,6.44,6.39,3.9
1.2,Premium,J,SI2,61.7,57,3782,6.85,6.79,4.21
1.07,Very Good,J,SI2,61.6,54,3783,6.57,6.59,4.05
1,Ideal,J,SI1,62.7,58,3788,6.35,6.41,4
1.01,Premium,J,VS1,63,55,3790,6.39,6.34,4.01
1,Premium,J,VS2,60.3,58,3790,6.49,6.44,3.9
1.24,Very Good,J,SI2,63.1,60,3791,6.79,6.74,4.27
1.14,Premium,J,SI1,62.4,59,3792,6.7,6.62,4.16
1.01,Very Good,J,SI2,62.7,55,3793,6.42,6.44,4.03
1.03,Good,J,VS2,63.7,56,3795,6.42,6.35,4.07
1.02,Very Good,J,VS2,59.3,58,3796,6.56,6.62,3.91
1.01,Ideal,J,SI2,61.6,55,3801,6.5,6.45,3.99
1.04,Very Good,J,SI2,63.5,59,3810,6.37,6.42,4.06
1.08,Very Good,J,SI2,63.2,59,3810,6.57,6.4,4.1
0.34,Premium,J,VS1,61.7,58,574,4.47,4.41,2.74
1.01,Ideal,J,SI1,62.9,56,3818,6.4,6.35,4.01
1.05,Premium,J,VS1,62.7,61,3822,6.58,6.49,4.09
1.01,Good,J,VS1,63.2,62,3823,6.29,6.33,3.99
1.06,Premium,J,SI2,62,58,3823,6.53,6.45,4.04
0.91,Ideal,J,VVS2,60.2,57,3826,6.31,6.34,3.81
0.9,Very Good,J,SI1,63.4,59,3830,6.14,6.1,3.88
1,Good,J,VS2,62,61,3835,6.36,6.45,3.97
1.04,Good,J,VS2,57.4,60,3844,6.76,6.72,3.87
1.11,Good,J,SI1,63.6,58,3846,6.48,6.57,4.15
1.01,Good,J,SI1,58.8,57,3853,6.57,6.63,3.88
1.02,Premium,J,SI1,63,58,3856,6.44,6.39,4.04
1.02,Ideal,J,SI1,62.8,54,3856,6.46,6.43,4.05
1.02,Premium,J,SI1,61.8,58,3856,6.5,6.44,4
1.02,Very Good,J,SI1,62.5,58,3857,6.37,6.43,4
1.14,Premium,J,SI2,60.4,59,3861,6.8,6.74,4.09
0.91,Ideal,J,VS1,61.9,56,3863,6.19,6.22,3.85
1,Premium,J,VVS2,59.6,61,3864,6.4,6.36,3.8
1,Premium,J,VS2,60.7,58,3877,6.49,6.52,3.95
1.02,Very Good,J,SI1,63.1,60,3879,6.35,6.4,4.02
1.2,Very Good,J,SI2,59.6,62,3880,6.9,6.95,4.13
1.12,Good,J,SI1,63.7,61,3880,6.5,6.54,4.15
1.05,Good,J,VS1,57.8,64,3881,6.74,6.67,3.88
1.29,Very Good,J,SI2,63.5,57,3884,6.89,6.87,4.37
1.01,Fair,J,VS2,59.6,62,3886,6.54,6.49,3.88
1.03,Ideal,J,SI1,62.3,56,3893,6.51,6.45,4.04
1.01,Premium,J,VVS2,62.7,59,3897,6.46,6.39,4.03
1.11,Very Good,J,SI1,62,58,3901,6.57,6.62,4.09
1.01,Very Good,J,SI2,62.2,58,3905,6.37,6.4,3.97
1.01,Very Good,J,SI2,62.8,59,3906,6.34,6.37,3.99
1.24,Very Good,J,SI2,63.3,60,3908,6.83,6.75,4.29
1.18,Premium,J,VS2,62.8,59,3913,6.78,6.69,4.23
1.11,Good,J,SI1,63.6,58,3916,6.57,6.48,4.15
1,Good,J,VS1,58.1,64,3920,6.63,6.51,3.82
1,Premium,J,SI1,58.7,58,3920,6.55,6.51,3.83
1.03,Ideal,J,SI1,61.9,56,3921,6.45,6.5,4.01
1.03,Ideal,J,SI1,62.6,57,3922,6.45,6.43,4.03
1.04,Very Good,J,SI2,63.2,58.6,3924,6.35,6.39,4.03
1.01,Ideal,J,SI1,62.8,57,3926,6.4,6.44,4.03
1,Ideal,J,SI1,59.2,62,3929,6.47,6.5,3.84
1.04,Ideal,J,SI1,61.1,57,3931,6.57,6.52,4
1.06,Ideal,J,SI2,61.3,57,3932,6.55,6.6,4.03
1.02,Ideal,J,VVS2,62.1,57,3936,6.46,6.43,4
1.2,Premium,J,SI2,59.6,62,3951,6.95,6.9,4.13
1.12,Good,J,SI1,63.7,61,3951,6.54,6.5,4.15
1.01,Very Good,J,SI1,58.9,59,3952,6.56,6.62,3.88
1.16,Ideal,J,SI1,60.7,57,3955,6.77,6.83,4.13
1.03,Premium,J,VS1,61.8,58,3957,6.51,6.41,3.99
1.08,Good,J,VS2,64.3,58,3980,6.46,6.44,4.15
1.08,Fair,J,VS2,65.1,54,3980,6.47,6.44,4.2
1.01,Ideal,J,SI2,59,59,3982,6.57,6.61,3.89
1.21,Fair,J,SI2,64.6,59,3984,6.74,6.64,4.32
1.21,Premium,J,SI2,60.8,58,3984,6.93,6.88,4.19
1.13,Premium,J,SI2,62.4,59,3987,6.68,6.62,4.15
1,Very Good,J,SI2,62.8,54,3991,6.35,6.43,4.01
1.01,Ideal,J,SI2,61.4,56,3997,6.44,6.47,3.97
1.01,Very Good,J,SI1,62.8,57,3998,6.37,6.41,4.01
0.99,Very Good,J,SI1,60.3,57,4002,6.44,6.49,3.9
1.03,Ideal,J,SI2,62.1,54,4008,6.47,6.51,4.03
1.27,Premium,J,VS2,62.8,58,4011,6.96,6.92,4.36
1.25,Premium,J,SI2,61.3,58,4018,6.98,6.95,4.27
1.15,Very Good,J,SI2,63.6,57,4021,6.6,6.64,4.21
1.14,Premium,J,SI2,62.3,56,4022,6.73,6.66,4.17
1.16,Ideal,J,SI1,60.7,57,4028,6.83,6.77,4.13
1,Premium,J,VS1,62.8,57,4032,6.39,6.35,4
1,Ideal,J,VS1,62.3,56,4032,6.43,6.38,3.99
1.04,Premium,J,SI1,60.2,56,4036,6.61,6.54,3.96
1.04,Premium,J,VS2,58.7,58,4043,6.68,6.61,3.9
1.09,Premium,J,SI1,62.3,59,4046,6.55,6.59,4.09
1.17,Good,J,SI1,63.9,55,4054,6.66,6.73,4.28
1.03,Ideal,J,SI2,62.4,56,4054,6.44,6.48,4.03
1.11,Fair,J,SI2,64.8,55.1,4056,6.44,6.55,4.21
1.22,Very Good,J,SI2,62.2,60,4058,6.77,6.89,4.25
1.04,Ideal,J,SI1,60.8,57,4059,6.54,6.59,3.99
1.12,Premium,J,SI1,62.3,57,4064,6.72,6.61,4.15
1.12,Premium,J,SI1,62.7,55,4064,6.65,6.61,4.16
1.44,Premium,J,SI2,58.2,58,4064,7.39,7.35,4.29
1.12,Very Good,J,SI2,58.5,60,4066,6.83,6.89,4.01
1.11,Ideal,J,SI2,62.5,57,4073,6.64,6.6,4.14
1.35,Premium,J,SI1,62.1,54,4082,7.15,7.09,4.42
1.11,Very Good,J,SI1,63.3,61,4084,6.56,6.49,4.13
1.11,Ideal,J,SI2,61.7,57,4092,6.63,6.69,4.11
1.13,Premium,J,SI2,59.7,59,4093,6.85,6.76,4.06
1.08,Ideal,J,VS2,62.3,56,4093,6.6,6.53,4.09
0.95,Very Good,J,VVS2,60.5,59,4098,6.33,6.36,3.84
1.08,Premium,J,SI1,61,60,4098,6.57,6.62,4.02
1.01,Ideal,J,SI2,61.9,55.3,4099,6.43,6.5,4.01
1.2,Ideal,J,VS2,61.6,54,4099,6.88,6.82,4.22
1.11,Ideal,J,SI2,62.6,54,4101,6.61,6.64,4.15
1.2,Very Good,J,SI2,61.8,56,4102,6.81,6.85,4.22
0.32,Ideal,J,VS2,61.5,53,409,4.44,4.47,2.74
0.35,Good,J,SI1,63.3,56,409,4.5,4.53,2.86
0.36,Premium,J,SI1,61.6,60,410,4.54,4.58,2.81
0.3,Ideal,J,VS1,62,57,411,4.28,4.3,2.66
0.3,Ideal,J,VS1,62.2,57,411,4.27,4.28,2.66
0.31,Good,J,VS1,61.9,61,412,4.29,4.34,2.67
0.3,Ideal,J,VVS2,62,54,413,4.3,4.34,2.68
0.32,Ideal,J,VS2,62.3,55.3,413,4.36,4.37,2.72
0.34,Ideal,J,VS1,61.9,55,413,4.5,4.54,2.8
1.07,Premium,J,SI2,62.4,58,4105,6.54,6.47,4.06
1.2,Ideal,J,VS2,62.2,54,4106,6.84,6.8,4.24
1.3,Very Good,J,VS2,63.3,57,4106,6.98,6.96,4.41
1.2,Premium,J,SI1,62.8,58,4113,6.77,6.7,4.23
1.05,Premium,J,VS1,60,60,4116,6.46,6.43,4
1.05,Ideal,J,VS1,62.8,57,4116,6.45,6.41,4.04
1.01,Very Good,J,VS2,59.3,59,4120,6.5,6.58,3.88
1.13,Fair,J,SI1,64.9,55,4123,6.49,6.56,4.24
1.05,Ideal,J,SI2,62.3,54,4126,6.52,6.55,4.07
