carat,cut,color,clarity,depth,table,price,x,y,z
0.79,Ideal,G,SI1,62.3,57,2898,5.9,5.85,3.66
0.79,Ideal,G,SI1,62.3,57,2898,5.9,5.85,3.66
0.79,Ideal,G,SI1,62.3,57,2898,5.9,5.85,3.66
0.7,Good,G,VVS1,59.9,61,2899,5.75,5.81,3.46
0.75,Ideal,G,SI1,61.6,55,2902,5.82,5.86,3.6
0.7,Very Good,G,VVS2,59.3,62,2905,5.78,5.82,3.44
0.7,Very Good,G,VVS2,63.4,59,2905,5.62,5.64,3.57
0.7,Very Good,G,VVS2,63.3,59,2905,5.59,5.62,3.55
0.71,Very Good,G,VS2,62.1,58,2905,5.65,5.71,3.53
0.79,Ideal,G,SI1,60.3,60,2907,5.98,6.02,3.62
0.33,Ideal,G,SI2,62.9,55,557,4.46,4.41,2.79
0.71,Ideal,G,VS2,60.6,56,2911,5.76,5.8,3.5
0.71,Premium,G,SI2,60.8,59,2913,5.7,5.74,3.48
0.85,Ideal,G,SI2,62,57,2913,6.1,6.02,3.76
0.77,Very Good,G,SI1,63.6,57,2915,5.79,5.88,3.71
0.8,Very Good,G,SI2,62,55,2915,5.94,6.01,3.7
0.72,Very Good,G,VS1,60.5,57,2919,5.8,5.83,3.52
0.73,Premium,G,VVS2,62.2,56,2919,5.79,5.75,3.59
0.73,Ideal,G,VVS2,61.9,55,2919,5.83,5.77,3.59
0.8,Very Good,G,VS2,61.1,57,2929,6.01,6.07,3.69
0.7,Ideal,G,VS2,61.8,57,2929,5.68,5.71,3.52
0.71,Ideal,G,VS1,62.7,57,2930,5.69,5.73,3.58
0.71,Ideal,G,VS1,62.6,57,2930,5.67,5.7,3.56
0.71,Ideal,G,VVS1,61.7,57,2930,5.75,5.7,3.53
0.7,Very Good,G,VVS2,60.8,57,2931,5.72,5.76,3.49
0.7,Premium,G,VVS1,62,61,2932,5.71,5.62,3.51
0.72,Very Good,G,VVS2,62.2,57,2933,5.67,5.72,3.54
0.7,Very Good,G,VVS2,61.8,60,2936,5.63,5.69,3.5
0.76,Premium,G,VS1,59.6,57,2937,6.01,5.91,3.55
0.95,Premium,G,SI2,58.8,60,2937,6.35,6.31,3.72
0.73,Very Good,G,VS1,60.7,57,2939,5.76,5.83,3.52
0.75,Ideal,G,VS2,60.6,55,2939,5.93,5.91,3.59
1.03,Fair,G,SI2,65.7,59,2942,6.3,6.24,4.12
1.01,Fair,G,SI2,67.1,59,2942,6.27,6.19,4.18
0.79,Ideal,G,SI1,61.6,55,2944,5.96,5.98,3.68
0.85,Good,G,SI1,64.9,56,2945,5.95,5.98,3.87
0.73,Ideal,G,VS1,61.7,55,2948,5.8,5.84,3.59
0.71,Ideal,G,VS1,62.4,57,2950,5.68,5.73,3.56
0.72,Ideal,G,VS2,61.5,55,2952,5.76,5.79,3.55
0.72,Ideal,G,VS2,61.4,55,2952,5.76,5.8,3.55
0.76,Ideal,G,VS2,61.7,54,2954,5.88,5.92,3.64
0.72,Good,G,VS1,58,57.8,2958,5.85,5.87,3.4
0.79,Premium,G,VS2,62.3,58,2959,5.92,5.89,3.68
0.74,Fair,G,VVS2,65.2,58,2959,5.7,5.6,3.69
0.72,Ideal,G,VS2,61.3,56,2960,5.77,5.81,3.55
0.64,Ideal,G,IF,61.7,58,2960,5.52,5.56,3.42
0.74,Ideal,G,VS1,61.8,55,2960,5.85,5.8,3.6
0.71,Ideal,G,VS1,62.2,56,2962,5.69,5.72,3.55
1,Fair,G,SI1,65.7,54,2964,6.24,6.16,4.07
0.7,Ideal,G,SI1,61.7,55,2965,5.7,5.73,3.53
0.7,Ideal,G,SI1,60.9,56,2965,5.73,5.79,3.51
0.73,Very Good,G,VS2,62.1,59,2966,5.68,5.73,3.54
0.86,Very Good,G,SI2,62.6,56,2967,6.01,6.07,3.78
0.31,Ideal,G,SI2,61.4,55,558,4.39,4.37,2.69
0.31,Very Good,G,VS2,62.6,56,559,4.33,4.37,2.72
0.31,Very Good,G,VS2,61.4,55,559,4.38,4.41,2.69
0.31,Very Good,G,VS2,60.9,57,559,4.37,4.39,2.67
0.24,Ideal,G,VVS1,62.4,56,559,3.97,3.99,2.48
0.24,Ideal,G,VVS1,62.1,56,559,3.97,4,2.47
0.24,Ideal,G,VVS1,62.2,56,559,4,4.04,2.5
0.24,Ideal,G,VVS1,62,55,559,4.01,4.03,2.49
0.24,Ideal,G,VVS1,62,56,559,3.97,4.01,2.47
0.24,Ideal,G,IF,61.7,56,559,3.99,4.01,2.47
0.24,Ideal,G,IF,60.8,58,559,4.01,4.05,2.44
0.24,Ideal,G,IF,61.8,55,559,3.99,4.02,2.47
0.24,Ideal,G,IF,61.6,57,559,3.99,4.02,2.46
0.24,Ideal,G,IF,61.3,57,559,4,4.03,2.46
0.32,Ideal,G,VS1,62.3,55,559,4.39,4.41,2.74
0.32,Ideal,G,VS1,61.8,55,559,4.42,4.45,2.74
0.32,Ideal,G,VS2,61.6,54,560,4.4,4.43,2.72
0.9,Ideal,G,SI2,62.4,57,2968,6.16,6.13,3.84
0.8,Ideal,G,VS2,61.2,57,2969,6.02,6.07,3.7
0.72,Very Good,G,VS1,60.6,56,2970,5.84,5.87,3.55
0.76,Ideal,G,VS1,59.4,57,2972,5.99,6.03,3.57
0.7,Ideal,G,VS1,61.7,56,2972,5.64,5.71,3.5
0.75,Ideal,G,VS1,62.3,57,2973,5.83,5.86,3.64
0.71,Ideal,G,VS2,59.5,57,2974,5.81,5.8,3.46
0.83,Premium,G,SI1,61.6,59,2975,6.02,5.99,3.7
0.71,Very Good,G,VVS2,60.8,58,2977,5.75,5.77,3.5
0.71,Ideal,G,VVS2,62.5,58,2978,5.7,5.73,3.57
0.71,Ideal,G,VVS1,61.7,57,2982,5.7,5.75,3.53
0.71,Very Good,G,VS1,60.8,63,2982,5.76,5.68,3.48
1,Premium,G,I1,62.5,62,2984,6.42,6.35,3.99
0.77,Very Good,G,VS1,62.8,58,2986,5.78,5.84,3.65
0.84,Ideal,G,SI2,62,56,2986,6.02,6.05,3.74
0.7,Ideal,G,VS1,61.3,59,2987,5.68,5.7,3.49
1.03,Very Good,G,I1,63.2,58,2988,6.44,6.34,4.04
0.76,Very Good,G,VS2,62.1,54,2990,5.88,5.94,3.67
0.75,Ideal,G,VS2,60.6,55,2991,5.91,5.93,3.59
0.7,Ideal,G,VVS2,63,55,2993,5.65,5.69,3.57
1.01,Fair,G,SI1,65.1,57,2993,6.27,6.22,4.07
0.71,Very Good,G,VS1,59.3,55,2994,5.88,5.95,3.51
0.81,Very Good,G,VS2,63.1,58,2994,5.88,5.84,3.7
0.81,Premium,G,VS2,62,58,2994,5.95,5.92,3.68
0.7,Ideal,G,VS1,60.9,56,2995,5.76,5.8,3.52
0.85,Fair,G,VS1,57.7,67,2998,6.26,6.19,3.59
0.73,Very Good,G,VS1,62.4,58.1,2999,5.71,5.75,3.58
0.7,Premium,G,VVS2,60.6,60,2999,5.77,5.69,3.47
0.7,Premium,G,VVS2,60.2,61,2999,5.74,5.66,3.43
0.6,Ideal,G,VVS1,62.1,56,3001,5.42,5.43,3.37
0.72,Ideal,G,VVS2,61.6,55,3002,5.78,5.77,3.56
0.8,Premium,G,VS2,60.6,59,3002,6.02,5.97,3.63
0.78,Ideal,G,SI1,60.6,57,3004,5.95,5.97,3.61
0.91,Very Good,G,SI2,62.8,59,3006,6.09,6.14,3.84
0.71,Ideal,G,SI1,61.3,55,3007,5.73,5.79,3.53
0.71,Ideal,G,SI1,61.6,55,3007,5.72,5.78,3.54
0.71,Ideal,G,SI1,61.9,56,3007,5.73,5.76,3.55
0.71,Ideal,G,SI1,61.6,57,3007,5.73,5.76,3.54
0.71,Ideal,G,SI1,61.4,56,3007,5.72,5.77,3.53
0.61,Ideal,G,VVS1,61.2,56,3008,5.46,5.48,3.35
0.73,Very Good,G,VS1,60.7,55,3011,5.87,5.89,3.57
1,Very Good,G,I1,62.5,62,3011,6.42,6.35,3.99
0.78,Very Good,G,VS2,61.3,60,3012,5.89,5.96,3.63
0.72,Ideal,G,VS2,61.7,56,3012,5.74,5.78,3.55
1.01,Premium,G,I1,61.1,61,3014,6.49,6.35,3.92
0.9,Good,G,SI2,63.7,62,3014,6.07,6.01,3.85
0.84,Very Good,G,SI2,62.8,57,3015,6,6.04,3.78
0.7,Very Good,G,VS1,60.1,60,3017,5.73,5.76,3.45
1.12,Premium,G,I1,60.3,60,3017,6.75,6.69,4.05
0.7,Ideal,G,VS1,61.1,56,3017,5.72,5.74,3.5
1.12,Very Good,G,I1,61.2,63,3017,6.68,6.59,4.05
1.03,Very Good,G,I1,60.8,57,3018,6.51,6.55,3.97
0.93,Premium,G,SI2,61.4,56,3019,6.27,6.23,3.84
0.85,Ideal,G,SI1,61.6,55,3023,6.09,6.11,3.76
0.72,Very Good,G,VS1,60.1,63,3024,5.86,5.82,3.51
0.7,Very Good,G,VS2,61.8,55,3026,5.69,5.74,3.53
1,Fair,G,SI2,64.9,57,3027,6.29,6.2,4.05
1.02,Premium,G,SI2,61.7,58,3027,6.46,6.41,3.97
0.72,Premium,G,VS1,58.9,58,3032,5.93,5.85,3.47
0.73,Ideal,G,VS1,61.6,57,3033,5.76,5.79,3.56
0.7,Ideal,G,VS1,61.4,57,3034,5.7,5.73,3.51
0.72,Ideal,G,VS1,62.4,59,3035,5.71,5.74,3.57
0.7,Very Good,G,VVS1,63.3,57,3037,5.59,5.63,3.55
0.32,Premium,G,VS2,60.5,58,561,4.41,4.42,2.67
0.32,Premium,G,VS2,62.5,60,561,4.32,4.38,2.72
0.32,Ideal,G,VS2,61.4,56,561,4.37,4.39,2.69
0.32,Premium,G,VS2,59.8,59,561,4.48,4.52,2.69
0.32,Very Good,G,VS2,60.2,57,561,4.42,4.45,2.67
0.32,Good,G,VS2,63.3,54,561,4.36,4.39,2.77
0.32,Ideal,G,VS2,61.4,55,561,4.4,4.46,2.72
0.32,Ideal,G,VS2,59.8,57,561,4.43,4.46,2.66
0.32,Ideal,G,VS2,61.7,57,561,4.38,4.4,2.71
0.32,Premium,G,VS2,61.9,58,561,4.36,4.43,2.72
0.32,Good,G,VS2,63.1,57,561,4.3,4.35,2.73
0.32,Ideal,G,VS2,61.8,57,561,4.37,4.4,2.71
0.32,Ideal,G,VS2,61.8,55,561,4.41,4.42,2.73
0.32,Premium,G,VS2,61.7,60,561,4.32,4.4,2.69
0.32,Very Good,G,VS2,62.6,58,561,4.37,4.39,2.74
0.32,Premium,G,VS2,62.3,58,561,4.36,4.41,2.73
0.32,Ideal,G,VS2,61.6,57,561,4.39,4.41,2.71
0.7,Very Good,G,VVS2,61,59,3039,5.67,5.7,3.47
0.73,Ideal,G,VS1,61.8,57,3041,5.78,5.81,3.58
0.71,Ideal,G,VVS2,62.5,57,3042,5.73,5.7,3.57
0.72,Very Good,G,VVS2,60.4,58,3043,5.77,5.82,3.5
0.83,Ideal,G,SI1,62.1,57,3044,6.03,5.95,3.72
0.7,Good,G,VVS2,61.1,61,3046,5.67,5.69,3.47
0.91,Premium,G,SI2,60.1,62,3047,6.24,6.2,3.73
0.91,Premium,G,SI2,62.8,59,3047,6.14,6.12,3.85
0.72,Ideal,G,SI1,61.8,56,3048,5.7,5.76,3.55
0.66,Very Good,G,IF,60.5,59,3051,5.69,5.74,3.46
0.7,Very Good,G,VVS2,60.2,61,3052,5.66,5.74,3.43
1.03,Fair,G,SI1,66.1,56,3052,6.26,6.2,4.12
0.79,Premium,G,VS1,62.3,56,3053,5.94,5.87,3.68
0.79,Premium,G,VS1,61.3,59,3053,5.97,5.91,3.64
0.78,Ideal,G,SI1,61.7,56,3056,5.9,5.93,3.65
1.03,Very Good,G,I1,62.4,57,3060,6.41,6.45,4.01
0.9,Good,G,SI2,63.6,57,3060,6.1,6.04,3.86
0.71,Ideal,G,SI1,61.5,55,3061,5.75,5.79,3.55
0.71,Fair,G,VVS1,62.8,57,3062,5.67,5.57,3.53
0.7,Ideal,G,VS1,61.5,56,3065,5.7,5.75,3.52
0.9,Good,G,SI2,63.7,62,3067,6.01,6.07,3.85
0.8,Very Good,G,SI1,62.9,56,3070,5.88,5.95,3.72
0.8,Very Good,G,SI1,62.1,56,3071,6.01,5.85,3.68
0.71,Good,G,VVS1,62.7,61,3072,5.64,5.68,3.55
0.7,Very Good,G,VVS1,63.1,56,3073,5.64,5.67,3.57
0.7,Ideal,G,VVS1,61.6,55,3073,5.72,5.75,3.53
0.75,Ideal,G,VS2,61.6,55,3073,5.86,5.89,3.62
1.03,Premium,G,I1,60.8,57,3073,6.55,6.51,3.97
0.78,Very Good,G,VS2,61.7,58,3074,5.87,5.92,3.64
0.9,Good,G,SI1,63.7,56,3074,6.1,6.06,3.87
0.85,Ideal,G,SI1,62,54,3084,6.08,6.11,3.78
0.81,Premium,G,VS2,61.2,60,3084,6,5.99,3.67
0.73,Ideal,G,SI1,61.4,57,3089,5.74,5.79,3.54
0.73,Ideal,G,SI1,60.9,57,3089,5.81,5.85,3.55
0.73,Ideal,G,SI1,60.6,57,3089,5.84,5.87,3.55
0.73,Ideal,G,SI1,61.9,55,3089,5.76,5.8,3.58
0.73,Ideal,G,SI1,61.2,57,3089,5.79,5.86,3.56
0.73,Ideal,G,SI1,61.7,57,3089,5.78,5.81,3.57
1.2,Premium,G,I1,60.3,58,3091,6.82,6.77,4.1
0.71,Ideal,G,VVS2,62.5,57,3095,5.7,5.73,3.57
0.81,Very Good,G,SI1,62.3,59,3095,5.93,5.98,3.71
0.94,Premium,G,SI2,63,59,3099,6.16,6.1,3.86
0.72,Ideal,G,VS1,61.3,56,3102,5.77,5.82,3.55
0.9,Fair,G,SI2,55.9,62,3104,6.35,6.42,3.57
0.9,Fair,G,SI2,64.7,58,3104,5.94,6.03,3.87
0.7,Premium,G,VVS1,61.2,56,3105,5.75,5.68,3.5
0.32,Premium,G,VS2,61,59,561,4.42,4.46,2.71
0.32,Premium,G,VS2,62.3,60,561,4.37,4.4,2.73
0.32,Ideal,G,VS2,61.8,57,561,4.38,4.42,2.72
0.32,Very Good,G,VS2,62.4,59,561,4.33,4.36,2.71
0.32,Premium,G,VS2,62,58,561,4.33,4.38,2.7
0.32,Premium,G,VS2,62.6,59,561,4.33,4.36,2.72
0.32,Premium,G,VS2,62.6,60,561,4.33,4.36,2.72
0.32,Ideal,G,VS2,60.3,57,561,4.43,4.46,2.68
0.32,Premium,G,VS2,62.1,60,561,4.34,4.39,2.71
0.32,Premium,G,VS2,61.5,58,561,4.35,4.4,2.69
0.32,Premium,G,VS2,61.5,60,561,4.4,4.42,2.71
0.9,Very Good,G,SI2,63.3,59,3107,6.12,6.07,3.86
0.71,Very Good,G,VVS2,61.2,58,3113,5.68,5.72,3.49
0.78,Very Good,G,VS2,62.6,58,3113,5.81,5.89,3.66
0.9,Very Good,G,SI2,60.1,60,3114,6.22,6.32,3.77
0.76,Ideal,G,VS2,61.7,55,3114,5.86,5.91,3.63
0.77,Ideal,G,VS2,62.1,56,3114,5.85,5.88,3.64
0.93,Ideal,G,SI2,61,54,3114,6.35,6.32,3.87
0.85,Ideal,G,SI1,60.4,56,3118,6.26,6.17,3.75
0.77,Ideal,G,VS1,62.4,54,3121,5.93,5.89,3.69
0.76,Good,G,VS1,60.3,60.7,3121,5.86,5.9,3.55
0.9,Very Good,G,SI2,64.2,56,3123,6.04,6.11,3.9
0.7,Ideal,G,VVS1,62.3,57,3123,5.61,5.65,3.51
0.71,Ideal,G,VS1,60.9,56.6,3123,5.75,5.79,3.52
0.71,Ideal,G,VS1,61.8,56.1,3123,5.72,5.74,3.54
0.82,Ideal,G,SI1,60.7,57,3123,6.07,6.06,3.68
0.77,Very Good,G,VS2,62.8,59,3124,5.81,5.84,3.66
0.72,Ideal,G,VVS2,61.2,57,3126,5.72,5.81,3.53
1.13,Good,G,I1,63.4,58,3127,6.58,6.61,4.18
0.7,Very Good,G,VS1,61.6,57,3127,5.69,5.73,3.52
0.7,Very Good,G,VS1,61.9,57,3127,5.68,5.71,3.53
0.73,Ideal,G,VVS2,62.2,55,3127,5.77,5.74,3.58
0.73,Ideal,G,VVS2,61.9,56,3127,5.81,5.75,3.58
0.74,Ideal,G,SI1,60.6,55,3130,5.87,5.93,3.57
0.74,Ideal,G,SI1,61.9,55,3130,5.8,5.83,3.6
0.74,Ideal,G,SI1,61.3,57,3130,5.81,5.83,3.57
0.82,Ideal,G,SI1,61.8,55,3133,6.02,6.05,3.73
0.8,Premium,G,VS2,59.6,59,3136,6.09,6,3.6
1,Premium,G,SI2,62.5,59,3136,6.41,6.33,3.98
1.01,Very Good,G,SI1,62,63,3137,6.34,6.25,3.9
0.72,Ideal,G,VVS2,62.4,57,3139,5.71,5.76,3.58
0.7,Ideal,G,VS1,61.2,57,3140,5.7,5.74,3.5
1,Premium,G,SI2,59.1,59,3142,6.55,6.48,0
1,Fair,G,SI2,64.6,67,3142,6.25,6.19,4.02
1,Premium,G,SI2,61.5,56,3142,6.49,6.44,3.97
1,Fair,G,SI2,68.3,54,3142,6.21,6.12,4.2
0.68,Very Good,G,IF,62.7,56,3143,5.56,5.6,3.5
0.7,Ideal,G,SI1,61.6,55,3145,5.71,5.76,3.53
0.9,Fair,G,SI1,65.4,57,3145,6.04,5.95,3.92
0.9,Fair,G,SI1,65.6,56,3145,6.1,6.03,3.98
0.9,Fair,G,SI1,65.4,59,3145,6.04,6,3.94
0.74,Premium,G,VVS1,61.2,59,3145,5.84,5.79,3.56
0.77,Ideal,G,VS1,62.2,56,3148,5.9,5.85,3.66
0.91,Good,G,SI2,62.5,60,3149,6.05,6.08,3.79
0.73,Ideal,G,VS2,61.7,56,3154,5.79,5.81,3.58
0.77,Ideal,G,VS2,61.7,55,3154,5.87,5.9,3.63
