carat,cut,color,clarity,depth,table,price,x,y,z
0.64,Ideal,D,VS1,61.5,56,2787,5.54,5.55,3.41
0.71,Good,D,VS2,63.3,56,2788,5.64,5.68,3.58
0.72,Premium,D,SI2,62,60,2795,5.73,5.69,3.54
0.71,Premium,D,SI1,62.7,60,2797,5.67,5.71,3.57
0.71,Premium,D,SI1,61.3,58,2797,5.73,5.75,3.52
0.71,Premium,D,SI1,61.6,60,2797,5.74,5.69,3.52
0.51,Ideal,D,VVS1,61.7,56,2797,5.12,5.16,3.17
0.78,Ideal,D,SI1,61.9,57,2799,5.91,5.86,3.64
0.91,Ideal,D,SI2,62.2,57,2803,6.21,6.15,3.85
0.7,Very Good,D,SI1,62.3,58,2804,5.69,5.73,3.56
0.7,Ideal,D,SI1,61,59,2804,5.68,5.7,3.47
0.72,Ideal,D,SI1,62.2,56,2804,5.74,5.77,3.58
0.72,Ideal,D,SI1,61.5,54,2804,5.77,5.8,3.56
0.73,Very Good,D,SI1,63.1,57,2808,5.74,5.7,3.61
0.81,Premium,D,SI2,59.2,57,2809,6.15,6.05,3.61
0.74,Ideal,D,SI2,61.7,55,2810,5.81,5.85,3.6
0.83,Very Good,D,SI1,63.5,54,2811,5.98,5.95,3.79
0.71,Ideal,D,SI1,62.4,57,2812,5.69,5.72,3.56
0.55,Very Good,D,VVS1,61.5,56,2815,5.23,5.27,3.23
0.71,Good,D,VS1,63.4,55,2816,5.61,5.69,3.58
0.73,Premium,D,SI1,61.7,55,2821,5.84,5.82,3.6
0.71,Premium,D,SI1,62.7,60,2822,5.71,5.67,3.57
0.71,Premium,D,SI1,61.3,58,2822,5.75,5.73,3.52
0.7,Premium,D,SI1,60.2,60,2822,5.82,5.75,3.48
0.7,Ideal,D,SI1,60.7,56,2822,5.75,5.72,3.48
0.71,Ideal,D,SI1,60.2,56,2822,5.86,5.83,3.52
0.7,Ideal,D,SI1,59.7,58,2822,5.82,5.77,3.46
0.7,Ideal,D,SI1,62.5,57,2822,5.62,5.59,3.51
0.7,Ideal,D,SI1,61.8,56,2822,5.73,5.63,3.51
0.7,Ideal,D,SI1,61.4,54,2822,5.75,5.71,3.52
0.79,Very Good,D,SI2,62.8,59,2823,5.86,5.9,3.69
0.71,Premium,D,VS2,61.2,59,2824,5.74,5.69,3.5
0.7,Very Good,D,VS2,63.3,56,2826,5.6,5.58,3.54
0.7,Very Good,D,SI1,62.3,59,2827,5.67,5.7,3.54
0.72,Good,D,VS2,64,54,2827,5.68,5.7,3.64
0.7,Ideal,D,SI2,60.6,57,2828,5.74,5.77,3.49
0.7,Very Good,D,VS2,59.6,61,2833,5.77,5.8,3.45
0.7,Ideal,D,VS2,61,57,2833,5.74,5.76,3.51
0.51,Very Good,D,VVS1,59.9,58,2834,5.16,5.19,3.1
0.92,Ideal,D,SI2,61.9,56,2840,6.27,6.2,3.86
0.71,Very Good,D,VS1,63.4,55,2841,5.69,5.61,3.58
0.73,Very Good,D,SI1,63.9,57,2841,5.66,5.71,3.63
0.73,Ideal,D,SI1,61.4,57,2841,5.76,5.8,3.55
0.71,Very Good,D,SI1,61.5,58,2843,5.73,5.79,3.54
0.79,Ideal,D,SI1,61.5,56,2846,5.96,5.91,3.65
0.76,Premium,D,SI1,61.1,59,2847,5.93,5.88,3.61
0.54,Ideal,D,VVS2,61.5,55,2848,5.25,5.29,3.24
0.75,Fair,D,SI2,64.6,57,2848,5.74,5.72,3.7
0.66,Ideal,D,VS1,62.1,56,2851,5.54,5.57,3.45
0.79,Ideal,D,SI2,62.8,57,2853,5.9,5.85,3.69
0.79,Premium,D,SI2,60,60,2853,6.07,6.03,3.63
0.74,Premium,D,VS2,62.4,57,2855,5.8,5.74,3.6
0.73,Ideal,D,SI1,61.5,56,2858,5.84,5.8,3.58
0.71,Premium,D,VS2,60.4,62,2858,5.74,5.72,3.46
0.71,Fair,D,VS2,56.9,65,2858,5.89,5.84,3.34
0.7,Ideal,D,VS2,61,57,2859,5.76,5.74,3.51
0.7,Premium,D,VS2,62.4,56,2859,5.72,5.66,3.55
0.7,Premium,D,VS2,59.6,61,2859,5.8,5.77,3.45
0.71,Premium,D,VS1,62.9,57,2860,5.66,5.6,3.54
0.71,Premium,D,SI1,60.7,58,2861,5.95,5.78,3.56
0.66,Premium,D,VS1,61,58,2861,5.67,5.57,3.43
0.7,Very Good,D,SI1,62.5,55,2862,5.67,5.72,3.56
0.8,Very Good,D,SI2,62.5,59,2862,5.88,5.92,3.69
0.71,Ideal,D,SI1,60.8,56,2863,5.8,5.77,3.52
0.71,Premium,D,SI1,61,61,2863,5.82,5.75,3.53
0.71,Premium,D,SI1,59.7,59,2863,5.82,5.8,3.47
0.71,Premium,D,SI1,61.7,56,2863,5.8,5.68,3.54
0.71,Ideal,D,SI1,61.7,57,2863,5.75,5.7,3.53
0.71,Premium,D,SI1,61.4,58,2863,5.79,5.75,3.54
0.71,Premium,D,SI1,60.6,58,2863,5.79,5.77,3.5
0.73,Premium,D,SI1,60.8,55,2865,5.87,5.81,3.55
0.56,Very Good,D,VVS1,62,56,2866,5.25,5.3,3.27
0.56,Very Good,D,VVS1,61.8,55,2866,5.27,5.31,3.27
0.7,Ideal,D,VS2,62.4,57,2867,5.68,5.61,3.52
1.08,Premium,D,I1,61.9,60,2869,6.55,6.48,4.03
0.7,Good,D,SI1,62.5,56.7,2872,5.59,5.62,3.51
0.75,Very Good,D,SI1,60.7,55,2872,5.87,5.92,3.58
0.7,Ideal,D,SI1,61.8,56,2872,5.63,5.73,3.51
0.7,Ideal,D,SI1,61.4,54,2872,5.71,5.75,3.52
0.7,Ideal,D,SI1,60.7,56,2872,5.72,5.75,3.48
0.7,Very Good,D,SI1,60.2,60,2872,5.75,5.82,3.48
0.71,Premium,D,VS2,61.2,59,2874,5.69,5.74,3.5
0.79,Very Good,D,SI2,59.7,58,2878,6,6.07,3.6
0.74,Very Good,D,SI1,63.9,57,2880,5.72,5.74,3.66
0.72,Ideal,D,SI1,61.8,56,2883,5.75,5.81,3.57
0.77,Ideal,D,SI2,61.5,55,2885,5.9,5.93,3.64
0.9,Fair,D,SI2,66.9,57,2885,6.02,5.9,3.99
0.71,Very Good,D,SI1,62.4,54,2887,5.71,5.79,3.59
0.72,Ideal,D,SI1,61.1,56,2891,5.78,5.81,3.54
0.71,Good,D,VS2,62.3,61,2891,5.7,5.73,3.56
0.79,Ideal,D,SI1,61.5,56,2896,5.91,5.96,3.65
0.77,Ideal,D,SI2,62.1,56,2896,5.83,5.89,3.64
0.6,Very Good,D,VVS2,60.6,57,2897,5.48,5.51,3.33
0.54,Ideal,D,VVS2,61.4,52,2897,5.3,5.34,3.26
0.74,Premium,D,VS2,61.8,58,2897,5.81,5.77,3.58
0.75,Ideal,D,SI1,62.3,55,2898,5.83,5.8,3.62
0.77,Ideal,D,SI1,62.6,57,2898,5.92,5.81,3.67
0.72,Premium,D,VS1,62.7,58,2900,5.68,5.65,3.55
0.75,Premium,D,SI1,62.8,60,2903,5.78,5.74,3.62
0.75,Ideal,D,SI1,62.3,57,2903,5.83,5.8,3.62
0.72,Ideal,D,SI1,61.9,55,2903,5.78,5.75,3.57
0.72,Premium,D,SI1,61.4,59,2903,5.79,5.71,3.53
0.79,Very Good,D,SI2,62.8,57,2904,5.85,5.9,3.69
0.53,Ideal,D,VVS1,62.5,54,2905,5.16,5.21,3.24
0.74,Very Good,D,VS2,62.4,57,2906,5.74,5.8,3.6
0.32,Ideal,D,SI1,61.3,55,558,4.41,4.46,2.72
0.7,Premium,D,VS2,61,60,2909,5.75,5.7,3.49
0.7,Premium,D,VS2,60.9,57,2909,5.71,5.69,3.47
0.71,Very Good,D,VS1,62.9,57,2910,5.6,5.66,3.54
0.7,Very Good,D,VS2,60.7,60,2913,5.72,5.74,3.48
0.71,Premium,D,SI1,61.4,58,2913,5.75,5.79,3.54
0.71,Premium,D,SI1,60.6,58,2913,5.77,5.79,3.5
0.71,Very Good,D,SI1,61.7,56,2913,5.68,5.8,3.54
0.71,Ideal,D,SI1,61.7,57,2913,5.7,5.75,3.53
0.71,Premium,D,SI1,59.7,59,2913,5.8,5.82,3.47
0.83,Very Good,D,SI2,63.1,57,2918,5.95,5.9,3.74
0.71,Very Good,D,SI1,60.1,60,2921,5.76,5.79,3.47
0.77,Ideal,D,SI2,60.6,56,2922,5.95,5.9,3.59
0.77,Ideal,D,SI2,60.2,56,2923,5.98,6.04,3.62
0.8,Very Good,D,SI1,58.2,63,2925,6.07,6.03,3.52
0.81,Good,D,SI2,63.6,55,2926,5.91,5.86,3.74
0.7,Very Good,D,VS2,60.8,59,2928,5.67,5.71,3.46
0.59,Very Good,D,VVS2,60.6,59,2933,5.44,5.49,3.31
0.75,Good,D,SI2,57.6,56,2933,5.98,6.07,3.47
0.71,Ideal,D,SI2,62,54,2934,5.77,5.74,3.57
0.7,Ideal,D,SI2,62.6,54,2936,5.69,5.72,3.57
0.77,Premium,D,SI1,59.5,60,2939,6.01,5.95,3.56
0.76,Premium,D,SI1,61.6,59,2942,5.84,5.82,3.59
0.73,Ideal,D,SI1,61.4,56,2943,5.82,5.78,3.56
0.57,Very Good,D,VVS1,60.4,57,2945,5.39,5.44,3.27
0.78,Very Good,D,SI1,62.4,58,2945,5.86,5.9,3.67
0.73,Premium,D,VS2,60.9,59,2947,5.82,5.77,3.53
0.73,Ideal,D,SI1,61.2,57,2947,5.79,5.81,3.55
0.77,Ideal,D,SI1,62.6,57,2949,5.81,5.92,3.67
0.71,Premium,D,VS2,62.1,60,2950,5.72,5.68,3.54
0.72,Very Good,D,VS1,62.7,58,2951,5.65,5.68,3.55
0.72,Ideal,D,SI1,61.9,55,2954,5.75,5.78,3.57
0.72,Premium,D,SI1,61.4,59,2954,5.71,5.79,3.53
0.75,Ideal,D,SI1,62.3,57,2954,5.8,5.83,3.62
0.82,Very Good,D,SI1,63.1,58,2954,5.97,5.95,3.76
0.7,Premium,D,VS1,60.4,58,2956,5.78,5.71,3.47
0.56,Very Good,D,VVS1,60.1,58,2959,5.36,5.42,3.24
0.7,Very Good,D,VS2,63,56,2960,5.61,5.69,3.56
0.7,Good,D,VS2,63.4,57,2960,5.6,5.67,3.57
0.7,Ideal,D,VS2,61.3,57,2960,5.72,5.76,3.52
0.63,Ideal,D,VVS2,62.6,56,2962,5.47,5.49,3.43
0.71,Very Good,D,SI1,59.4,59,2964,5.78,5.81,3.44
0.71,Premium,D,VS2,58.7,61,2968,5.88,5.85,3.44
0.77,Ideal,D,SI2,60.6,56,2973,5.9,5.95,3.59
1,Fair,D,SI2,69.3,58,2974,5.96,5.87,4.1
0.76,Premium,D,VS2,60.9,58,2977,5.9,5.85,3.58
0.7,Good,D,SI1,61.3,61,2980,5.63,5.69,3.47
0.7,Very Good,D,VS2,63.1,56,2985,5.62,5.69,3.57
0.74,Ideal,D,SI1,61.5,56,2987,5.8,5.84,3.58
0.83,Premium,D,SI1,61.3,58,2990,6.03,6,3.69
0.7,Ideal,D,VS2,60.3,60,2991,5.71,5.76,3.46
0.72,Ideal,D,SI1,61.1,59,2993,5.76,5.8,3.53
0.81,Premium,D,SI2,61.7,58,2994,5.97,5.93,3.67
0.73,Ideal,D,SI1,61.4,56,2995,5.78,5.82,3.56
0.77,Ideal,D,SI1,61.4,56,2996,5.9,5.93,3.63
0.7,Ideal,D,VS2,62.8,57,2998,5.69,5.75,3.59
0.7,Very Good,D,VS2,59.7,59,2999,5.82,5.78,3.46
0.72,Very Good,D,SI1,61.5,58,3001,5.74,5.78,3.54
0.7,Premium,D,VS1,61.6,61,3001,5.66,5.61,3.47
0.7,Good,D,VS1,63.6,60,3001,5.61,5.52,3.54
0.7,Very Good,D,VS1,63.4,59,3001,5.58,5.55,3.53
0.71,Premium,D,VS2,62.1,60,3002,5.68,5.72,3.54
1.01,Fair,D,SI2,64.6,56,3003,6.31,6.24,4.05
0.65,Premium,D,VVS2,59.9,58,3003,5.69,5.63,3.39
0.92,Premium,D,SI2,60.2,61,3004,6.32,6.27,3.79
0.55,Premium,D,VVS1,60.3,59,3006,5.34,5.3,3.21
0.76,Ideal,D,SI1,61.2,57,3007,5.88,5.91,3.61
0.7,Very Good,D,VS1,60.4,58,3008,5.71,5.78,3.47
0.8,Ideal,D,SI1,62.2,57,3011,5.89,5.85,3.65
0.77,Ideal,D,SI2,62.3,55,3011,5.9,5.85,3.66
0.9,Premium,D,SI1,62.2,60,3013,6.08,6.05,3.77
0.73,Very Good,D,SI1,60.8,59,3014,5.8,5.85,3.54
0.72,Very Good,D,VS2,62.1,59,3016,5.7,5.73,3.55
0.5,Good,D,VVS2,62.4,64,3017,5.03,5.06,3.14
0.78,Premium,D,SI1,60.4,57,3019,6.02,5.97,3.62
0.71,Ideal,D,VS2,60.4,53,3020,5.81,5.85,3.52
0.75,Good,D,SI1,63.6,58,3024,5.77,5.65,3.63
0.75,Premium,D,SI1,59.2,58,3024,5.96,5.93,3.52
0.65,Very Good,D,VVS2,57.7,60,3025,5.69,5.74,3.3
0.71,Very Good,D,VS2,63,57,3033,5.67,5.7,3.58
0.7,Good,D,VS2,64.1,59,3033,5.56,5.49,3.54
0.7,Very Good,D,VS2,63.2,60,3033,5.61,5.56,3.53
0.7,Good,D,VS2,63.9,58,3033,5.62,5.58,3.58
0.78,Ideal,D,SI1,62.4,57,3035,5.87,5.89,3.67
0.71,Ideal,D,SI1,60.6,57,3035,5.82,5.72,3.5
0.74,Premium,D,SI1,62.4,59,3036,5.73,5.8,3.6
0.61,Ideal,D,VVS2,62.4,58,3036,5.38,5.42,3.37
0.77,Very Good,D,SI1,62.1,58,3040,5.84,5.89,3.64
0.71,Very Good,D,VS2,62.8,56,3045,5.67,5.7,3.57
0.72,Premium,D,VS2,60.2,60,3045,5.76,5.81,3.48
0.75,Very Good,D,SI1,59.7,62,3046,5.89,5.94,3.53
0.73,Fair,D,VS1,66,54,3047,5.56,5.66,3.7
0.75,Very Good,D,SI1,61.8,57,3048,5.78,5.81,3.58
0.72,Premium,D,SI1,60.5,57,3048,5.89,5.85,3.55
0.72,Premium,D,SI1,62.6,54,3048,5.78,5.72,3.6
0.66,Ideal,D,VVS2,61.6,57,3049,5.64,5.57,3.45
0.62,Very Good,D,VVS2,58.1,63,3050,5.59,5.66,3.27
0.7,Very Good,D,VS2,62.5,55,3052,5.65,5.71,3.55
0.7,Very Good,D,VS2,62.6,58,3053,5.67,5.7,3.56
0.7,Very Good,D,VS1,62.9,60,3054,5.62,5.67,3.55
0.65,Very Good,D,VVS2,59.9,58,3056,5.63,5.69,3.39
0.92,Very Good,D,SI2,60.2,61,3057,6.27,6.32,3.79
0.79,Premium,D,SI1,61.4,59,3058,5.96,5.89,3.64
0.72,Ideal,D,SI1,61.5,56.5,3062,5.76,5.79,3.55
0.85,Very Good,D,SI2,61.4,60,3066,6.05,6.13,3.74
0.7,Good,D,VS2,58,65,3073,5.81,5.73,3.39
0.72,Very Good,D,VS2,61.8,58,3075,5.73,5.76,3.55
0.72,Very Good,D,VS2,62.6,59,3075,5.69,5.72,3.57
0.7,Very Good,D,SI1,62.4,57,3075,5.64,5.67,3.53
0.76,Ideal,D,SI1,62.8,57,3075,5.81,5.85,3.66
0.71,Fair,D,VS2,64.7,58,3077,5.61,5.58,3.62
0.71,Premium,D,VS2,60.3,62,3077,5.76,5.69,3.45
0.75,Good,D,SI1,63.6,58,3078,5.65,5.77,3.63
0.83,Premium,D,SI2,62.7,56,3078,6.01,5.98,3.76
0.91,Fair,D,SI2,62.5,66,3079,6.08,6.01,3.78
0.79,Very Good,D,SI2,63.2,57,3081,5.81,5.86,3.69
0.7,Good,D,VS2,57.7,60,3082,5.83,5.86,3.37
0.8,Premium,D,SI2,61.1,58,3082,5.94,5.9,3.62
0.71,Very Good,D,VS2,61.8,55,3084,5.72,5.74,3.54
0.75,Very Good,D,SI1,63.9,56,3085,5.73,5.75,3.67
0.7,Good,D,VS2,63.9,58,3087,5.58,5.62,3.58
0.7,Good,D,VS2,63.2,60,3087,5.56,5.61,3.53
0.7,Good,D,VS2,64.1,59,3087,5.49,5.56,3.54
0.74,Ideal,D,VS2,61.9,56,3087,5.84,5.79,3.6
0.71,Ideal,D,VS1,62.5,57,3090,5.71,5.68,3.56
0.71,Premium,D,VS1,58.1,62,3090,5.89,5.84,3.41
0.7,Very Good,D,VS2,60.7,58,3092,5.7,5.73,3.47
0.7,Ideal,D,VS2,61.6,58,3092,5.66,5.7,3.5
0.7,Ideal,D,VS2,62.3,55,3092,5.67,5.7,3.54
0.7,Ideal,D,VS1,61.9,57,3093,5.69,5.72,3.53
0.71,Very Good,D,VS2,63.1,59,3096,5.64,5.67,3.57
0.71,Very Good,D,VS2,63,58,3096,5.65,5.68,3.57
0.53,Ideal,D,VVS1,61.6,55,3097,5.21,5.27,3.23
0.72,Ideal,D,VS2,61.8,57,3099,5.76,5.73,3.55
0.72,Very Good,D,SI1,60.5,57,3102,5.85,5.89,3.55
0.66,Ideal,D,VVS2,61.6,57,3103,5.57,5.64,3.45
0.78,Premium,D,SI1,61.8,59,3103,5.93,5.88,3.65
0.75,Premium,D,SI1,58.9,60,3105,5.99,5.97,3.52
0.7,Good,D,VS1,60.4,63,3107,5.73,5.76,3.47
0.79,Premium,D,SI1,61.4,59,3112,5.89,5.96,3.64
0.94,Good,D,SI2,57.9,61,3125,6.48,6.43,3.74
0.57,Very Good,D,VVS1,62.8,56,3126,5.27,5.31,3.32
0.57,Ideal,D,VVS1,61.6,56,3126,5.33,5.35,3.29
0.7,Ideal,D,VS2,61.5,56,3129,5.7,5.74,3.52
0.7,Very Good,D,VS2,61.2,60,3131,5.73,5.77,3.52
0.71,Very Good,D,VS2,60.3,62,3131,5.69,5.76,3.45
0.71,Ideal,D,VS2,61.2,56,3135,5.76,5.78,3.53
0.71,Ideal,D,VS2,60.4,57,3135,5.77,5.82,3.5
0.8,Very Good,D,VS2,63.1,57,3135,5.94,5.89,3.73
0.81,Premium,D,SI1,60.7,58,3135,6.07,5.99,3.66
0.71,Ideal,D,VS1,62.2,55,3136,5.74,5.71,3.56
0.71,Ideal,D,VS2,62.3,56,3137,5.68,5.72,3.55
0.74,Very Good,D,SI1,61.5,59,3138,5.76,5.82,3.56
0.72,Very Good,D,VS2,63.1,59,3139,5.67,5.7,3.59
0.54,Ideal,D,VVS1,61.4,58,3139,5.28,5.25,3.23
0.73,Ideal,D,SI1,62.4,53,3140,5.82,5.79,3.62
0.71,Very Good,D,VS1,58.1,62,3145,5.84,5.89,3.41
0.84,Very Good,D,SI2,63.6,57,3145,5.95,6,3.8
0.78,Premium,D,SI1,60.9,55,3145,6,5.93,3.63
0.75,Ideal,D,SI1,62,58,3152,5.81,5.84,3.61
0.9,Good,D,SI2,63.9,60,3153,6.07,6.11,3.89
0.71,Ideal,D,VS2,62,57,3153,5.69,5.73,3.54
0.58,Ideal,D,VVS1,61.6,60,3154,5.34,5.35,3.29
0.8,Ideal,D,SI2,61.9,54,3154,6,5.95,3.7
0.77,Ideal,D,SI1,62.3,56,3158,5.84,5.87,3.65
0.82,Premium,D,SI2,61.7,56,3159,6.01,5.99,3.7
0.77,Very Good,D,SI1,58.6,59,3160,6,6.04,3.53
0.81,Ideal,D,SI2,61.9,54,3160,5.96,5.99,3.7
0.71,Premium,D,VS2,62.4,59,3161,5.73,5.68,3.56
0.71,Ideal,D,VS2,62.5,55,3161,5.74,5.71,3.58
0.71,Premium,D,VS2,59.2,59,3161,5.86,5.8,3.45
0.77,Very Good,D,SI1,60.3,58,3166,5.89,5.96,3.57
0.8,Ideal,D,SI2,61.5,58,3173,5.97,6,3.68
0.72,Ideal,D,SI2,60.5,57,3176,5.82,5.89,3.54
0.74,Ideal,D,VS2,61.1,54,3177,5.86,5.89,3.59
0.72,Ideal,D,VS2,60.8,56,3179,5.8,5.84,3.54
0.72,Ideal,D,VS2,62.1,57,3179,5.69,5.75,3.55
0.72,Ideal,D,VS2,62.8,57,3179,5.68,5.73,3.58
0.81,Good,D,SI1,63.9,58,3179,5.9,5.85,3.75
0.73,Very Good,D,VS2,63.5,58,3182,5.68,5.72,3.62
0.73,Ideal,D,VS2,62.1,56,3182,5.77,5.8,3.59
0.7,Premium,D,VS1,60.9,60,3183,5.75,5.71,3.49
0.79,Ideal,D,SI1,61.2,56,3185,6.02,5.95,3.66
0.73,Ideal,D,SI1,61.8,56,3189,5.8,5.76,3.57
0.73,Ideal,D,SI1,61.9,56,3189,5.8,5.77,3.58
0.71,Ideal,D,VS1,62.2,55,3192,5.71,5.74,3.56
0.7,Good,D,VS1,60.4,63,3193,5.68,5.74,3.45
0.54,Premium,D,VVS1,61.4,57.5,3194,5.25,5.28,3.23
0.73,Ideal,D,SI1,62.4,53,3195,5.79,5.82,3.62
0.8,Ideal,D,SI1,61.7,56,3195,5.96,6,3.69
0.7,Ideal,D,SI1,61.7,57,3199,5.76,5.73,3.54
0.71,Very Good,D,VS2,59.7,55,3203,5.85,5.88,3.5
0.9,Premium,D,SI2,62.7,59,3205,6.2,6.14,3.87
0.9,Fair,D,SI2,65.9,59,3205,6,5.95,3.94
0.9,Fair,D,SI2,66,58,3205,6,5.97,3.95
0.9,Fair,D,SI2,64.7,54,3205,6.1,6.04,3.93
0.9,Fair,D,SI2,65.7,60,3205,5.98,5.93,3.91
0.9,Fair,D,SI2,64.7,59,3205,6.09,5.99,3.91
0.9,Premium,D,SI2,59,61,3205,6.32,6.28,3.72
0.72,Premium,D,VS2,60.6,57,3205,5.82,5.79,3.52
0.58,Ideal,D,VVS1,60.6,57,3206,5.38,5.41,3.27
0.83,Ideal,D,SI2,62.1,56,3207,6,6.04,3.74
0.7,Very Good,D,VS1,60.1,60,3208,5.73,5.76,3.45
0.79,Ideal,D,SI1,61.1,57,3209,5.94,6,3.65
0.8,Ideal,D,SI2,61.9,54,3210,5.95,6,3.7
0.7,Premium,D,VVS2,61.5,60,3210,5.71,5.64,3.49
0.71,Ideal,D,VS2,62.7,57,3212,5.7,5.75,3.59
0.78,Ideal,D,SI1,61.1,57,3214,5.95,5.97,3.64
0.7,Premium,D,VS1,62.9,59,3214,5.72,5.66,3.58
0.95,Good,D,SI2,56.5,61,3214,6.53,6.5,3.68
0.71,Premium,D,VS2,59.2,59,3217,5.8,5.86,3.45
0.71,Ideal,D,VS2,62.5,55,3217,5.71,5.74,3.58
0.71,Very Good,D,VS2,62.4,59,3217,5.68,5.73,3.56
0.52,Ideal,D,VVS1,62,57,3218,5.15,5.17,3.2
0.72,Ideal,D,VS2,62.7,56,3219,5.71,5.78,3.6
0.72,Ideal,D,VS2,62.7,56,3219,5.65,5.71,3.56
0.71,Very Good,D,VS2,63.1,58,3222,5.67,5.7,3.59
0.71,Ideal,D,VS2,61.4,57,3222,5.73,5.77,3.53
0.51,Ideal,D,VVS2,61.3,56,3223,5.14,5.15,3.16
0.8,Premium,D,SI1,59.4,55,3226,6.06,6.02,3.59
0.65,Ideal,D,VVS2,61.4,60,3228,5.54,5.57,3.41
0.7,Premium,D,VS1,61.6,60,3229,5.63,5.6,3.46
0.7,Ideal,D,VS1,62.9,57,3229,5.67,5.61,3.55
0.7,Very Good,D,VS1,62.9,60,3231,5.57,5.62,3.52
0.59,Very Good,D,VVS1,61.8,57,3234,5.37,5.41,3.33
0.71,Ideal,D,VS2,61.4,56,3234,5.74,5.79,3.54
0.72,Ideal,D,VS2,60.9,55,3236,5.77,5.89,3.55
0.7,Good,D,VS1,57.8,60,3239,5.85,5.87,3.39
0.7,Premium,D,VS1,60.6,58,3239,5.73,5.75,3.48
0.7,Very Good,D,VS1,61.5,55,3239,5.7,5.74,3.52
0.77,Very Good,D,SI1,59.9,59,3241,5.9,5.95,3.55
0.79,Ideal,D,SI1,61.2,56,3242,5.95,6.02,3.66
0.71,Ideal,D,VS2,63,56,3245,5.69,5.65,3.58
0.84,Ideal,D,SI2,61.8,56,3246,6.04,6.06,3.74
0.25,Fair,D,VS1,61.2,55,563,4.09,4.11,2.51
0.26,Good,D,VVS2,63.6,56,564,4.06,4.09,2.59
0.31,Ideal,D,SI1,61.3,56,565,4.36,4.41,2.69
0.31,Ideal,D,SI1,61.7,55,565,4.37,4.41,2.71
0.7,Very Good,D,VS1,62.8,59,3247,5.63,5.68,3.55
0.52,Ideal,D,VVS1,62,57,3247,5.17,5.15,3.2
0.76,Ideal,D,VS2,63,56,3248,5.83,5.79,3.66
0.73,Premium,D,VS2,59.8,58,3250,5.89,5.85,3.51
0.77,Ideal,D,SI1,60.8,57,3251,5.94,5.9,3.6
0.71,Ideal,D,SI1,62,55,3252,5.71,5.76,3.56
0.78,Good,D,SI1,60.1,61,3253,5.92,5.89,3.55
0.73,Ideal,D,VS2,61.9,56,3255,5.76,5.81,3.58
0.78,Very Good,D,SI1,62.5,58,3258,5.86,5.89,3.67
0.9,Very Good,D,SI2,59,61,3262,6.28,6.32,3.72
0.71,Ideal,D,SI1,60.9,57,3262,5.75,5.79,3.51
0.84,Ideal,D,SI1,61.5,54,3265,6.07,6.13,3.75
0.81,Premium,D,SI1,62.4,59,3266,5.96,5.89,3.7
0.7,Good,D,VVS2,63.3,54,3267,5.6,5.64,3.56
0.56,Ideal,D,VVS1,61.8,56,3270,5.28,5.31,3.27
0.79,Ideal,D,SI1,61.3,54,3270,6.01,5.96,3.67
