carat,cut,color,clarity,depth,table,price,x,y,z
0.71,Very Good,E,VS1,63.3,59,2946,5.64,5.67,3.58
0.71,Very Good,E,VS1,62.7,57,2946,5.69,5.73,3.58
0.79,Ideal,E,SI1,62.3,55,2946,5.9,5.94,3.69
0.76,Ideal,E,VS1,62.1,57,2947,5.82,5.87,3.63
0.7,Ideal,E,SI1,62,56,2948,5.68,5.7,3.53
1,Fair,E,SI2,65.8,58,2948,6.28,6.16,4.09
0.72,Very Good,E,VS2,63,56,2949,5.66,5.73,3.59
0.76,Ideal,E,SI1,61.7,57,2949,5.84,5.89,3.62
0.72,Ideal,E,SI1,61,56,2951,5.84,5.79,3.55
0.7,Very Good,E,VS2,62.4,58,2952,5.66,5.68,3.54
0.7,Very Good,E,VS2,63.4,59,2952,5.63,5.67,3.58
0.7,Very Good,E,VS2,61.8,59,2952,5.63,5.67,3.49
0.7,Very Good,E,VS1,61.3,60,2952,5.68,5.7,3.49
0.7,Ideal,E,VS2,61.9,58,2952,5.7,5.73,3.54
0.7,Ideal,E,VS2,62.6,57,2952,5.63,5.68,3.54
0.7,Ideal,E,VS2,62.1,55,2952,5.71,5.75,3.56
0.7,Good,E,VS1,61,61,2952,5.69,5.72,3.48
0.71,Very Good,E,VS2,59.6,60,2954,5.8,5.85,3.47
0.72,Premium,E,VS2,61.1,59,2954,5.75,5.8,3.53
0.72,Premium,E,VS1,61.5,60,2961,5.79,5.75,3.55
0.76,Ideal,E,SI1,60.6,57,2961,5.91,5.93,3.59
0.96,Premium,E,SI2,60.4,56,2961,6.32,6.23,3.79
0.72,Ideal,E,VS2,62,56,2962,5.73,5.76,3.56
0.71,Ideal,E,VS1,62.1,53,2963,5.76,5.73,3.57
0.91,Very Good,E,SI2,58.6,63,2963,6.38,6.32,3.72
0.71,Very Good,E,VS2,62.9,57,2964,5.68,5.7,3.58
0.71,Very Good,E,SI1,62.9,55,2964,5.64,5.68,3.56
0.7,Good,E,VS1,63.6,58,2964,5.61,5.56,3.55
0.7,Fair,E,VS1,64.5,57,2964,5.59,5.55,3.59
0.75,Ideal,E,SI1,61.7,56,2964,5.84,5.86,3.61
1.05,Premium,E,I1,61.4,58,2964,6.53,6.46,3.99
0.85,Very Good,E,SI2,63.1,58,2966,6.02,6,3.79
0.7,Very Good,E,VS1,61.3,56,2967,5.68,5.71,3.49
0.7,Very Good,E,VS1,61.5,56,2967,5.69,5.75,3.52
0.31,Premium,E,SI2,60.8,61,558,4.43,4.39,2.68
0.31,Premium,E,SI2,61.2,61,558,4.37,4.36,2.67
0.32,Ideal,E,SI1,61.9,55,559,4.4,4.43,2.73
0.32,Ideal,E,SI1,61,56,559,4.41,4.45,2.7
0.25,Very Good,E,VVS2,62,56,560,4.05,4.08,2.52
0.25,Very Good,E,VVS1,61.5,56,560,4.06,4.08,2.5
0.75,Very Good,E,SI1,60.2,60,2968,5.89,5.93,3.56
0.52,Premium,E,VVS2,60.1,58,2970,5.23,5.18,3.13
0.78,Premium,E,VS2,62.6,57,2970,5.91,5.85,3.68
0.81,Very Good,E,SI1,63.8,58,2972,5.85,5.97,3.77
0.7,Ideal,E,VS1,60.5,56,2973,5.74,5.79,3.49
0.81,Very Good,E,SI1,59.5,60,2973,6.05,6.09,3.61
0.7,Good,E,VS1,59.8,62,2973,5.74,5.8,3.45
0.82,Very Good,E,SI2,63.3,56,2975,5.99,5.95,3.78
0.77,Premium,E,SI1,60.4,58,2975,6,5.88,3.59
0.72,Ideal,E,SI1,61,56,2976,5.82,5.85,3.56
0.7,Ideal,E,VS1,61.3,54,2978,5.77,5.83,3.54
0.8,Ideal,E,SI2,61,55,2978,6,6.03,3.67
0.76,Ideal,E,SI2,62.1,56,2978,5.85,5.88,3.64
0.7,Ideal,E,VS2,61.7,56,2979,5.74,5.71,3.53
0.7,Ideal,E,VS2,61.5,57,2980,5.67,5.78,3.52
0.7,Ideal,E,VS2,62.2,55,2981,5.67,5.71,3.54
0.9,Good,E,SI2,58.7,63,2982,6.2,6.23,3.65
0.9,Fair,E,SI2,65.8,59,2982,6.03,5.98,3.95
0.71,Ideal,E,VS2,59.5,57,2982,5.86,5.83,3.48
0.71,Premium,E,VS2,62.6,58,2982,5.72,5.68,3.57
0.74,Ideal,E,VS2,62.7,54,2984,5.8,5.77,3.63
0.75,Ideal,E,SI1,62.2,57,2985,5.82,5.86,3.63
0.77,Premium,E,SI1,61.7,58,2988,5.86,5.9,3.63
0.72,Very Good,E,VS2,62.9,57,2990,5.68,5.73,3.59
0.57,Good,E,VVS1,59.1,65,2990,5.34,5.43,3.18
0.7,Very Good,E,VS2,62.8,56,2992,5.66,5.68,3.56
0.75,Very Good,E,SI1,63.6,56,2993,5.73,5.75,3.65
0.75,Ideal,E,SI1,61.1,57,2993,5.83,5.86,3.57
0.74,Premium,E,VS1,62.7,58,2999,5.83,5.74,3.63
0.74,Premium,E,VS1,60.9,62,2999,5.83,5.8,3.54
0.77,Ideal,E,SI1,62.5,56,3000,5.87,5.91,3.68
0.83,Very Good,E,SI1,62.1,58,3002,6.01,6.04,3.74
0.77,Very Good,E,SI2,60.4,58,3002,5.91,5.95,3.58
0.76,Ideal,E,SI1,61.5,56,3003,5.89,5.91,3.63
0.61,Ideal,E,VS1,61.3,54,3004,5.53,5.5,3.38
0.75,Very Good,E,SI1,61.1,59,3005,5.85,5.9,3.59
0.71,Premium,E,VS1,61.1,58,3006,5.8,5.76,3.53
0.71,Very Good,E,VS1,63.2,60,3006,5.63,5.6,3.55
0.7,Premium,E,VVS2,62.7,53,3007,5.65,5.61,3.53
0.71,Very Good,E,VS1,63.7,58,3009,5.63,5.68,3.6
0.71,Very Good,E,VS1,62.1,57,3009,5.67,5.69,3.53
0.71,Very Good,E,VS1,63.4,58,3009,5.64,5.68,3.59
0.74,Very Good,E,SI1,61.3,58,3009,5.8,5.84,3.57
0.61,Ideal,E,VVS2,62,54,3011,5.43,5.47,3.38
1,Fair,E,SI2,55.4,62,3011,6.63,6.59,3.66
0.82,Ideal,E,SI2,62.2,57,3012,6,5.97,3.72
0.72,Ideal,E,SI1,61,57,3012,5.77,5.8,3.53
0.72,Ideal,E,SI1,60.3,55,3012,5.85,5.89,3.54
0.81,Ideal,E,SI2,61.8,56,3013,6,5.97,3.7
0.81,Ideal,E,SI2,60.1,57,3013,6.07,6.1,3.66
0.78,Ideal,E,SI1,62.7,55,3014,5.9,5.87,3.69
0.91,Very Good,E,SI2,58.6,63,3015,6.32,6.38,3.72
0.81,Ideal,E,SI2,61,56,3015,5.99,6.05,3.67
0.7,Premium,E,VS1,61.8,58,3016,5.71,5.75,3.54
0.7,Ideal,E,VS1,62.7,57,3016,5.65,5.7,3.56
0.96,Premium,E,SI2,62.8,60,3016,6.3,6.24,3.94
0.7,Good,E,VS1,60.2,61,3018,5.71,5.75,3.45
