carat,cut,color,clarity,depth,table,price,x,y,z
0.91,Good,I,SI2,60.2,59,3034,6.24,6.29,3.77
0.32,Premium,I,VVS2,60.7,59,561,4.4,4.43,2.68
0.92,Premium,I,SI2,61.5,59,3040,6.27,6.21,3.84
0.81,Good,I,VS1,59.4,56,3042,5.97,6.11,3.59
0.81,Ideal,I,SI1,61.3,56,3043,6.27,6.23,3.83
0.93,Ideal,I,SI2,62.3,57,3047,6.22,6.2,3.87
1.01,Premium,I,SI2,61.9,58,3054,6.45,6.41,3.98
1.01,Fair,I,SI2,66.1,58,3054,6.21,6.04,4.05
1.01,Fair,I,SI2,68.1,59,3054,6.14,6.11,4.17
0.9,Very Good,I,SI2,61.5,61,3057,6.13,6.16,3.78
0.9,Good,I,SI2,60.7,58,3057,6.17,6.21,3.76
0.91,Good,I,SI2,57.9,60,3061,6.46,6.39,3.72
0.77,Ideal,I,VS1,61.4,56,3066,5.9,5.93,3.63
0.85,Very Good,I,VS2,60,57,3070,6.1,6.16,3.68
0.82,Ideal,I,VS1,61.6,56,3071,6.05,6.01,3.72
0.9,Fair,I,VVS2,67,56,3074,5.91,5.83,3.93
0.76,Ideal,I,VS2,61.7,56,3075,5.87,5.9,3.63
0.94,Good,I,SI2,63.8,60,3079,6.21,6.14,3.94
0.81,Premium,I,VVS2,62.9,59,3084,5.95,5.84,3.71
1.02,Fair,I,SI2,64.5,56,3084,6.28,6.25,4.04
0.81,Ideal,I,SI1,61.3,56,3097,6.23,6.27,3.83
1.29,Good,I,I1,64.2,54,3098,6.93,6.83,4.42
0.9,Very Good,I,SI2,60.4,58,3099,6.25,6.31,3.79
0.93,Ideal,I,SI2,62.3,57,3101,6.2,6.22,3.87
0.9,Ideal,I,SI2,62.8,55,3104,6.19,6.14,3.87
0.78,Ideal,I,VS1,61.9,56,3105,5.91,5.94,3.67
0.78,Ideal,I,VS1,60.7,56,3105,5.97,6.03,3.64
0.32,Ideal,I,VVS2,61.5,56,561,4.4,4.42,2.71
0.32,Ideal,I,VVS2,62.6,54,561,4.37,4.41,2.75
0.32,Premium,I,VVS2,61.9,59,561,4.35,4.38,2.7
0.9,Good,I,VS2,62.4,65,3107,6.12,6.09,3.81
0.82,Ideal,I,VS1,61.3,57,3113,6.02,6.07,3.7
0.9,Very Good,I,SI1,63.2,56,3120,6.15,6.12,3.88
0.9,Premium,I,SI1,61.8,58,3121,6.26,6.2,3.85
0.9,Very Good,I,SI1,63.5,59,3121,6.1,6.05,3.86
0.9,Premium,I,SI1,62.1,59,3121,6.19,6.15,3.83
0.86,Ideal,I,VS2,62.1,57,3121,6.1,6.07,3.78
0.92,Good,I,SI1,57.4,65,3122,6.42,6.48,3.7
0.74,Ideal,I,VVS2,61.3,57,3130,5.82,5.85,3.57
0.94,Good,I,SI2,63.8,60,3134,6.14,6.21,3.94
0.9,Premium,I,VS1,60.7,58,3145,6.3,6.19,3.79
1.06,Ideal,I,SI2,62.8,55,3146,6.51,6.46,4.07
1.02,Ideal,I,VS2,62.8,57,3148,6.45,6.39,4.03
0.9,Good,I,VS2,62.4,65,3162,6.09,6.12,3.81
0.87,Fair,I,VS2,57.3,59,3166,6.29,6.44,3.65
0.9,Very Good,I,SI1,61.8,58,3176,6.2,6.26,3.85
0.9,Good,I,SI1,63.5,59,3176,6.05,6.1,3.86
0.32,Premium,I,VVS2,62.1,59,561,4.35,4.38,2.71
0.32,Very Good,I,VVS2,63,57,561,4.33,4.37,2.74
0.8,Ideal,I,VVS1,61.7,56,3181,5.98,5.92,3.67
1.11,Premium,I,I1,61.8,59,3183,6.65,6.58,4.09
0.92,Premium,I,SI1,62.9,60,3190,6.18,6.13,3.87
0.9,Good,I,SI1,63,53,3196,6.08,6.15,3.85
0.84,Ideal,I,VS1,61.4,57,3201,6.03,6.09,3.72
0.9,Very Good,I,VS2,62.5,57,3209,6.12,6.2,3.85
0.9,Very Good,I,SI1,63.1,54,3211,6.13,6.16,3.88
0.96,Fair,I,VS2,56.1,60,3215,6.62,6.58,3.7
1.1,Ideal,I,SI2,61.7,56,3216,6.65,6.6,4.09
1,Very Good,I,SI2,62.4,63,3217,6.35,6.44,3.99
0.9,Very Good,I,SI1,62.6,58,3220,6.08,6.15,3.83
0.9,Very Good,I,SI1,60.5,58,3220,6.22,6.27,3.78
0.82,Premium,I,IF,61.2,60,3224,6.03,5.99,3.68
0.96,Premium,I,SI2,62.7,58,3229,6.24,6.2,3.9
0.95,Premium,I,SI2,62.5,58,3237,6.3,6.24,3.92
0.89,Very Good,I,VS2,63.1,55,3238,6.09,6.17,3.87
0.73,Ideal,I,VVS1,61.8,57,3239,5.75,5.77,3.56
0.9,Good,I,VS2,63.7,61,3246,6.1,6.06,3.87
0.9,Good,I,VS2,63.8,55,3246,6.16,6.07,3.9
0.9,Fair,I,VS2,65.4,60,3246,6.03,5.96,3.93
0.9,Premium,I,VS2,62.8,61,3246,6.12,6.02,3.81
0.9,Very Good,I,SI1,63.3,59,3251,6.14,6.05,3.86
0.9,Ideal,I,SI1,62.3,56,3251,6.18,6.12,3.83
0.9,Ideal,I,SI1,60.8,57,3251,6.25,6.22,3.79
0.9,Premium,I,SI1,61.8,58,3251,6.21,6.19,3.83
0.93,Fair,I,VS2,64.7,58,3258,6.09,6.06,3.93
0.88,Ideal,I,SI1,63.2,56,3264,6.04,6.09,3.83
0.88,Ideal,I,SI1,62.4,55,3264,6.12,6.16,3.83
1,Fair,I,VS2,65.7,58,3265,6.25,6.2,4.09
1,Very Good,I,VS2,63.2,58,3265,6.43,6.32,4.03
0.78,Ideal,I,VVS2,62.4,56,3267,5.87,5.9,3.67
0.9,Very Good,I,SI1,61.4,55,3271,6.19,6.28,3.83
1.1,Premium,I,SI2,59.3,62,3271,6.75,6.7,3.99
0.9,Very Good,I,SI1,61.7,58,3274,6.17,6.21,3.82
0.9,Premium,I,VS2,58.4,62,3276,6.35,6.29,3.69
1,Very Good,I,SI2,60.8,63,3276,6.41,6.34,3.88
0.9,Premium,I,SI1,59.6,60,3276,6.37,6.24,3.76
1,Very Good,I,SI2,62.4,63,3276,6.44,6.35,3.99
1,Ideal,I,SI2,62.5,56,3276,6.38,6.35,3.98
1.01,Fair,I,SI1,65.5,58,3280,6.28,6.24,4.1
0.91,Premium,I,VS2,63,58,3282,6.15,6.07,3.85
0.84,Ideal,I,VS1,62.3,59,3283,5.99,6.04,3.75
0.96,Very Good,I,SI2,62.7,58,3286,6.2,6.24,3.9
0.91,Good,I,VS2,64.2,55,3287,6.13,6.09,3.92
1.03,Premium,I,SI1,58.4,60,3288,6.6,6.58,3.85
0.9,Fair,I,VVS2,60.9,66,3288,6.1,6.12,3.72
1.02,Fair,I,SI2,66.2,57,3290,6.34,6.26,4.17
0.9,Premium,I,VS2,63,59,3292,6.1,6.06,3.83
0.9,Premium,I,VS2,62.6,62,3292,6.13,6.04,3.81
0.7,Ideal,I,VS2,61.9,57,3298,5.68,5.73,3.53
1.01,Very Good,I,SI2,61.5,62,3299,6.37,6.41,3.93
0.9,Good,I,VS2,63.8,55,3303,6.07,6.16,3.9
0.9,Good,I,VS2,63.7,61,3303,6.06,6.1,3.87
0.9,Very Good,I,SI1,62.3,56,3308,6.12,6.18,3.83
0.9,Ideal,I,SI1,60.8,57,3308,6.22,6.25,3.79
1.01,Very Good,I,SI2,63.2,58,3309,6.34,6.31,4
1.24,Ideal,I,SI2,62.5,57,3312,6.89,6.84,4.29
0.83,Ideal,I,SI1,61.9,57,3314,5.96,6.02,3.71
0.92,Very Good,I,SI1,63.3,58,3323,6.18,6.14,3.9
0.92,Ideal,I,SI1,61.8,57,3323,6.27,6.25,3.87
0.88,Ideal,I,SI1,61.7,56,3328,6.14,6.18,3.8
1.27,Ideal,I,I1,62.3,56,3328,6.91,6.86,4.29
0.9,Very Good,I,VS2,58.4,62,3334,6.29,6.35,3.69
0.9,Very Good,I,VS2,58.4,62,3334,6.29,6.35,3.69
1.01,Premium,I,SI1,62.7,58,3337,6.4,6.33,3.99
0.99,Fair,I,SI1,60.7,66,3337,6.42,6.34,3.87
0.9,Very Good,I,VS2,62,63,3338,6.13,6.03,3.77
0.9,Premium,I,VS2,61.2,62,3338,6.19,6.13,3.77
0.91,Very Good,I,VS2,63,58,3340,6.07,6.15,3.85
1.02,Good,I,SI2,57.1,62,3342,6.66,6.58,3.78
0.92,Very Good,I,SI1,63.7,58,3345,6.12,6.18,3.92
1,Fair,I,SI2,65.8,58,3348,6.23,6.27,4.11
1.01,Good,I,SI2,64.1,58,3349,6.26,6.31,4.03
0.9,Good,I,VS2,58.5,66,3353,6.23,6.25,3.65
0.81,Ideal,I,VS2,61.4,55,3355,6.03,6.06,3.71
0.8,Ideal,I,IF,62.4,58,3357,5.9,5.96,3.7
0.93,Ideal,I,SI1,61.9,57,3359,6.23,6.21,3.85
1.01,Premium,I,SI2,61.5,62,3360,6.41,6.37,3.93
1,Good,I,SI1,64.3,57,3360,6.29,6.25,4.03
1,Very Good,I,SI2,58.3,63,3360,6.53,6.5,3.8
1,Premium,I,SI1,62.2,62,3360,6.39,6.33,3.96
1,Very Good,I,SI1,59.3,63,3360,6.52,6.47,3.85
0.91,Premium,I,VS2,62.4,61,3376,6.18,6.16,3.85
0.9,Premium,I,SI1,63,60,3377,6.08,5.99,3.8
0.95,Very Good,I,SI1,63.5,58,3378,6.19,6.16,3.92
0.92,Good,I,SI1,63.3,58,3382,6.14,6.18,3.9
0.3,Very Good,I,SI1,61.2,58,405,4.28,4.31,2.63
0.31,Very Good,I,VS2,59.3,59,406,4.38,4.42,2.61
0.3,Very Good,I,VS2,62.7,56,407,4.27,4.28,2.68
0.3,Very Good,I,VS2,60.7,56,407,4.32,4.34,2.63
0.3,Ideal,I,VS2,62.3,56,407,4.28,4.29,2.67
0.3,Ideal,I,VS2,62.4,55,407,4.32,4.34,2.7
0.31,Premium,I,SI1,61.3,58,408,4.34,4.37,2.67
0.31,Ideal,I,SI1,62.7,56,408,4.3,4.34,2.71
0.31,Very Good,I,SI1,61.4,61,408,4.34,4.39,2.68
0.31,Good,I,SI1,63.5,56,408,4.28,4.32,2.73
0.31,Premium,I,SI1,61.5,59,408,4.35,4.37,2.68
0.31,Very Good,I,SI1,63,57,408,4.32,4.34,2.73
0.32,Ideal,I,VVS2,62.2,54.5,567,4.38,4.42,2.74
0.32,Ideal,I,VVS2,62,54.9,567,4.36,4.39,2.71
0.3,Very Good,I,VS1,61.8,63,567,4.29,4.26,2.64
0.3,Premium,I,VS1,61.6,61,567,4.28,4.23,2.62
0.36,Premium,I,VS1,62,59,568,4.53,4.6,2.83
0.9,Very Good,I,VS2,63.2,54,3382,6.1,6.08,3.85
0.9,Premium,I,VS2,59.1,59,3385,6.28,6.24,3.7
0.9,Fair,I,VS1,65.2,60,3387,6,5.96,3.9
0.72,Ideal,I,VS2,60.3,57,3391,5.82,5.86,3.52
0.72,Ideal,I,VS2,61.4,56,3391,5.77,5.83,3.56
0.84,Very Good,I,VVS2,61.7,56,3392,6.03,6.07,3.74
0.85,Ideal,I,SI1,61.4,56,3392,6.06,6.12,3.74
1.01,Good,I,SI1,58.4,64,3394,6.51,6.48,3.79
0.9,Premium,I,VS2,61.9,58,3398,6.18,6.23,3.84
0.9,Premium,I,VS2,61.8,59,3398,6.15,6.21,3.82
0.9,Very Good,I,VS2,62.4,58,3398,6.12,6.16,3.83
0.9,Good,I,VS2,62.5,59,3398,6.06,6.13,3.81
0.9,Good,I,VS1,62.8,57,3398,6.07,6.16,3.84
1.01,Good,I,SI2,62.6,59,3399,6.24,6.35,3.94
1.01,Good,I,SI2,61.8,62,3399,6.28,6.35,3.9
0.9,Very Good,I,SI1,61,58,3407,6.19,6.23,3.79
0.9,Very Good,I,SI1,61.8,56,3407,6.19,6.24,3.84
1.01,Good,I,SI2,64.1,58,3411,6.31,6.26,4.03
1.01,Premium,I,SI2,61.6,59,3411,6.4,6.35,3.93
0.81,Ideal,I,VS1,61.8,56,3422,5.97,6,3.7
1.05,Ideal,I,VS2,62.2,56,3428,6.52,6.5,4.05
0.9,Premium,I,VS2,59.8,61,3431,6.22,6.13,3.69
0.9,Premium,I,VS2,62.4,60,3431,6.16,6.06,3.81
0.73,Ideal,I,VS2,60.8,56,3438,5.82,5.85,3.55
0.82,Very Good,I,VVS1,62.8,58,3443,5.95,5.99,3.75
0.9,Very Good,I,VS2,61.4,58,3445,6.16,6.26,3.81
0.9,Very Good,I,VS1,62.6,58,3447,6.14,6.17,3.85
0.9,Good,I,VS1,62.8,59,3447,6.11,6.18,3.86
1.04,Very Good,I,SI2,61.6,58,3449,6.47,6.58,4.02
0.36,Ideal,I,VS1,60.5,57,568,4.56,4.59,2.77
0.36,Good,I,VS1,63.3,56,568,4.51,4.56,2.87
0.36,Ideal,I,VS1,62.1,56,568,4.55,4.59,2.84
0.36,Very Good,I,VS1,60.9,61,568,4.58,4.61,2.8
0.36,Very Good,I,VS1,60.3,60,568,4.58,4.64,2.78
0.36,Ideal,I,VS1,62.1,57,568,4.54,4.58,2.83
0.33,Ideal,I,VVS1,61.7,55.7,570,4.43,4.45,2.74
0.36,Very Good,I,VVS2,59.7,55,571,4.65,4.69,2.79
0.9,Ideal,I,SI1,62.3,57,3455,6.12,6.15,3.82
1.01,Premium,I,SI2,62.9,58,3461,6.34,6.31,3.98
0.96,Ideal,I,VS2,59.8,57,3462,6.42,6.39,3.83
0.9,Very Good,I,SI2,60.5,56,3464,6.22,6.24,3.77
1,Good,I,SI2,63.9,60,3465,6.26,6.3,4.01
1.25,Good,I,SI2,60.5,64,3465,6.91,6.82,4.15
0.9,Premium,I,SI1,62.1,59,3468,6.2,6.17,3.84
1.11,Premium,I,SI2,62.5,56,3469,6.63,6.55,4.12
1,Ideal,I,SI1,58.5,55,3472,6.47,6.42,3.77
0.9,Very Good,I,VS2,63.1,57,3473,6.12,6.09,3.85
0.84,Ideal,I,VS2,61.7,55,3475,6.07,6.11,3.76
0.9,Premium,I,VS2,61.6,58,3478,6.15,6.09,3.77
0.9,Very Good,I,VS1,63.2,57,3484,6.1,6.05,3.84
0.9,Premium,I,VS1,62.9,60,3484,6.09,6.05,3.82
0.9,Very Good,I,VS1,63.5,57,3484,6.06,6.03,3.84
1.01,Good,I,VS1,64.2,60,3484,6.35,6.27,4.05
0.9,Premium,I,VS1,61.2,61,3484,6.2,6.15,3.78
0.9,Very Good,I,VS2,63.4,57,3489,6.07,6.1,3.86
0.9,Very Good,I,VS2,63.4,56,3489,6.09,6.12,3.87
0.9,Very Good,I,SI2,61.5,57,3503,6.16,6.19,3.8
1.2,Ideal,I,I1,61.9,56,3505,6.82,6.85,4.23
1.04,Premium,I,SI2,61.6,58,3512,6.58,6.47,4.02
1.06,Very Good,I,SI2,58.4,62,3515,6.65,6.7,3.9
0.9,Very Good,I,VS2,63.3,58,3519,6.07,6.13,3.86
1.02,Ideal,I,SI2,62.9,56,3521,6.45,6.37,4.03
1,Good,I,SI2,63.9,60,3528,6.3,6.26,4.01
0.92,Premium,I,SI1,60.7,58,3529,6.3,6.25,3.81
1.03,Ideal,I,SI2,59.8,56,3530,6.64,6.58,3.95
1.03,Fair,I,SI2,65.2,56,3530,6.42,6.35,4.16
0.35,Ideal,I,VS1,61.7,54,571,4.54,4.57,2.81
0.35,Ideal,I,VS1,62.1,54,571,4.54,4.57,2.83
0.31,Ideal,I,VVS1,61.4,54,571,4.38,4.41,2.7
0.9,Very Good,I,VS2,62.1,61,3535,6.08,6.12,3.79
0.9,Ideal,I,SI1,62,56,3537,6.16,6.23,3.84
0.9,Premium,I,VS2,62.4,58,3539,6.16,6.22,3.86
1.52,Premium,I,I1,61.2,58,3541,7.43,7.35,4.52
0.95,Very Good,I,SI1,61,61,3544,6.29,6.37,3.86
0.86,Ideal,I,VVS2,61.4,58,3544,6.07,6.1,3.74
0.9,Ideal,I,VS1,62.4,57,3545,6.17,6.21,3.86
0.92,Premium,I,SI1,58.8,59,3545,6.36,6.33,3.73
0.85,Ideal,I,VS1,61.9,56,3548,6.08,6.1,3.77
