carat,cut,color,clarity,depth,table,price,x,y,z
0.98,Good,H,SI2,57.9,56,2898,6.51,6.47,3.76
0.72,Ideal,H,VVS1,62.8,57,2907,5.68,5.72,3.58
0.39,Ideal,H,SI2,61.5,57,558,4.66,4.7,2.88
0.31,Premium,H,SI1,58.7,60,558,4.47,4.43,2.61
0.31,Premium,H,SI1,62.7,58,558,4.34,4.31,2.71
0.31,Premium,H,SI1,61.7,59,558,4.39,4.36,2.7
0.31,Premium,H,SI1,61,61,558,4.39,4.33,2.66
0.31,Good,H,SI1,63.6,57,558,4.31,4.28,2.73
0.31,Premium,H,SI1,62.4,57,558,4.35,4.31,2.7
0.31,Premium,H,SI1,62.8,58,558,4.32,4.28,2.7
0.31,Ideal,H,SI1,62.9,56,558,4.31,4.27,2.7
0.82,Very Good,H,SI1,63.6,56,2908,5.9,5.95,3.77
0.71,Ideal,H,VS1,61.2,56,2909,5.76,5.81,3.54
0.71,Ideal,H,VS1,61.9,56,2909,5.7,5.74,3.54
1,Fair,H,SI2,65.2,54,2912,6.3,6.22,4.08
1,Fair,H,SI2,67,55,2912,6.25,6.12,4.16
0.73,Very Good,H,VS1,60.8,57,2916,5.8,5.83,3.54
0.8,Very Good,H,VS2,61.2,53,2918,5.98,6.05,3.68
0.71,Ideal,H,VVS1,62.1,54,2918,5.7,5.76,3.56
0.8,Very Good,H,SI1,62.5,56,2919,5.92,5.96,3.71
0.73,Ideal,H,VS1,61.9,55,2919,5.79,5.76,3.58
0.74,Very Good,H,VVS2,60.5,60,2921,5.79,5.81,3.51
0.87,Ideal,H,SI1,62.5,57,2923,6.13,6.06,3.81
0.77,Very Good,H,VS1,63.3,57,2927,5.79,5.83,3.68
0.9,Premium,H,SI2,59.5,60,2927,6.32,6.29,3.75
0.9,Good,H,SI2,62.7,64,2934,6,6.09,3.79
0.91,Premium,H,SI1,60.2,52,2935,6.27,6.15,3.74
0.8,Premium,H,VS1,62,60,2935,5.92,5.86,3.65
0.81,Very Good,H,SI1,60.2,58,2936,6.06,6.1,3.66
0.71,Very Good,H,VVS1,62.7,57,2938,5.66,5.72,3.57
0.71,Very Good,H,VVS1,62.7,59,2938,5.65,5.67,3.55
0.82,Premium,H,VS2,62.6,59,2939,5.99,5.93,3.73
1,Good,H,I1,57.6,61,2940,6.67,6.6,3.82
0.74,Very Good,H,VVS2,61.3,58,2944,5.8,5.85,3.57
0.79,Very Good,H,VS2,61.5,55,2945,5.89,5.94,3.64
0.72,Ideal,H,VVS1,62.2,56,2946,5.72,5.75,3.57
0.72,Ideal,H,VVS1,62.5,57,2946,5.7,5.73,3.57
0.78,Very Good,H,VS1,61.7,56,2947,5.92,5.94,3.66
0.92,Ideal,H,SI2,58.5,57,2947,6.37,6.34,3.72
0.7,Ideal,H,VVS1,61.2,57,2947,5.69,5.72,3.49
0.7,Ideal,H,VVS1,60.5,58,2947,5.76,5.81,3.5
0.82,Good,H,VS2,62.4,54,2947,5.97,6.04,3.75
0.72,Ideal,H,VS1,62.3,55,2949,5.72,5.74,3.57
0.81,Ideal,H,SI1,62.3,58,2951,5.95,5.96,3.71
0.8,Very Good,H,VS2,59.1,59,2953,6.02,6.07,3.57
0.74,Very Good,H,VS1,61.4,56,2956,5.81,5.84,3.57
0.74,Very Good,H,VS1,62.3,56,2956,5.75,5.78,3.59
0.72,Ideal,H,VVS1,62,55,2958,5.74,5.77,3.57
0.71,Very Good,H,VVS2,61.8,56,2960,5.7,5.73,3.53
0.77,Very Good,H,VS1,62.8,58,2961,5.75,5.78,3.62
0.74,Ideal,H,VVS2,61.2,57,2961,5.79,5.85,3.56
0.72,Ideal,H,VS1,61.1,57,2961,5.8,5.82,3.55
0.75,Premium,H,VS1,61.9,61,2961,5.85,5.82,3.61
1.5,Fair,H,I1,65.6,54,2964,7.26,7.09,4.7
0.79,Ideal,H,VS2,62,56,2967,5.91,5.93,3.67
0.3,Very Good,H,VVS2,62,56,559,4.28,4.3,2.66
0.32,Premium,H,VS1,60.2,58,561,4.43,4.47,2.68
0.32,Ideal,H,VS1,61.5,57,561,4.4,4.42,2.71
0.92,Premium,H,SI1,59.2,60,2968,6.4,6.35,3.76
1.13,Fair,H,I1,64.8,59,2968,6.52,6.42,4.19
0.78,Ideal,H,VS2,61.6,56,2970,5.94,5.91,3.64
0.9,Very Good,H,SI2,63.1,60,2972,6.14,6.09,3.86
0.81,Premium,H,VS1,62.6,58,2972,5.96,5.9,3.71
0.9,Good,H,SI1,64.2,60,2974,6.05,6.02,3.87
0.83,Ideal,H,VS2,61.3,54,2975,6.1,6.06,3.73
0.72,Ideal,H,VVS1,59.9,59,2979,5.76,5.82,3.47
0.82,Premium,H,VS1,62.3,60,2985,5.97,5.94,3.71
0.75,Ideal,H,VVS2,62,55.1,2992,5.83,5.85,3.62
0.87,Very Good,H,SI2,61,56,2993,6.15,6.19,3.77
0.72,Ideal,H,SI1,61.1,56,2997,5.78,5.8,3.54
0.72,Ideal,H,VS1,61.4,56,2998,5.79,5.81,3.56
1.02,Fair,H,I1,61.5,60,2999,6.4,6.34,3.92
0.75,Very Good,H,VVS2,60.6,57,3002,5.86,5.89,3.56
0.89,Good,H,SI2,63.3,59,3002,6.04,6.09,3.84
0.7,Ideal,H,VS1,61.7,55,3004,5.69,5.72,3.52
0.8,Very Good,H,SI1,63,57,3005,5.89,5.95,3.73
0.73,Ideal,H,VVS1,61.6,57,3005,5.81,5.78,3.57
0.82,Premium,H,VS1,62.5,59,3008,5.96,5.94,3.72
0.75,Ideal,H,SI1,61.9,55,3011,5.82,5.85,3.61
0.75,Ideal,H,SI1,61.9,56,3011,5.81,5.85,3.61
0.71,Ideal,H,VVS1,61.8,56,3014,5.7,5.75,3.54
0.78,Ideal,H,VVS2,61.7,55,3015,5.9,5.94,3.65
0.76,Ideal,H,VS2,61.9,55,3016,5.85,5.88,3.64
0.9,Ideal,H,SI2,62.8,55,3016,6.18,6.11,3.86
0.72,Ideal,H,VS2,61.2,57,3018,5.79,5.77,3.54
0.9,Good,H,SI2,63.1,60,3024,6.09,6.14,3.86
0.9,Good,H,SI2,63.1,55,3024,6.08,6.13,3.85
0.9,Fair,H,SI1,65.6,57,3024,6.04,6.01,3.95
0.83,Ideal,H,VS2,61.3,54,3027,6.06,6.1,3.73
0.77,Good,H,VVS2,57.9,61,3027,6.07,6.01,3.5
0.8,Ideal,H,VS2,62.1,54,3030,5.96,5.99,3.71
0.74,Ideal,H,VS1,61.6,55,3030,5.79,5.83,3.58
1.01,Very Good,H,SI2,63.5,55,3032,6.32,6.27,4
0.91,Premium,H,SI1,63,57,3033,6.19,6.1,3.87
0.8,Very Good,H,VVS2,62.9,56,3036,5.9,5.96,3.73
0.4,Good,H,SI2,63.7,59,561,4.64,4.69,2.97
0.32,Good,H,VS1,63.1,57,561,4.34,4.37,2.75
0.32,Premium,H,VS1,62.3,58,561,4.34,4.39,2.72
0.32,Very Good,H,VS1,63,57,561,4.32,4.35,2.73
0.32,Very Good,H,VS1,63,57,561,4.37,4.39,2.76
0.32,Very Good,H,VS1,61.7,58,561,4.37,4.41,2.71
0.32,Premium,H,VS1,61.7,58,561,4.38,4.44,2.72
0.32,Ideal,H,VS1,61.9,55,561,4.4,4.42,2.73
0.32,Ideal,H,VS1,60.2,56,561,4.44,4.49,2.69
0.76,Ideal,H,VS2,61.4,57,3038,5.85,5.88,3.6
0.7,Ideal,H,VS2,61.5,56,3038,5.71,5.73,3.52
0.72,Premium,H,IF,58.7,59,3048,5.94,5.88,3.47
0.76,Ideal,H,SI1,61.3,55,3050,5.87,5.93,3.62
0.76,Ideal,H,SI1,61.4,55,3050,5.82,5.9,3.6
1.01,Premium,H,SI2,61.1,60,3054,6.46,6.41,3.93
0.82,Fair,H,SI1,64.9,58,3057,5.82,5.77,3.76
0.74,Very Good,H,VVS1,62.4,57,3061,5.76,5.81,3.61
0.65,Ideal,H,IF,61.5,55,3065,5.6,5.62,3.45
0.77,Ideal,H,VS1,61.4,55,3074,5.89,5.93,3.63
0.72,Ideal,H,VVS1,62.2,57,3075,5.72,5.75,3.57
1,Ideal,H,I1,61.3,57,3080,6.41,6.44,3.94
1,Premium,H,SI2,59.4,60,3080,6.49,6.4,3.83
1,Premium,H,SI2,62.8,60,3080,6.46,6.34,4.02
0.71,Ideal,H,VS2,61.8,55,3080,5.75,5.78,3.56
0.71,Ideal,H,VS2,61.8,55,3080,5.73,5.75,3.55
0.91,Very Good,H,SI1,63.4,55,3082,6.18,6.15,3.91
0.86,Premium,H,VS2,61.3,59,3082,6.17,6.1,3.76
1.01,Premium,H,SI2,59.4,62,3083,6.47,6.43,3.83
0.81,Ideal,H,VS2,61.6,56,3084,6.03,5.98,3.7
0.91,Very Good,H,SI1,63,57,3087,6.1,6.19,3.87
0.77,Ideal,H,SI1,61.3,56,3089,5.87,5.91,3.61
0.98,Very Good,H,SI2,63.4,57,3091,6.41,6.32,4.04
0.9,Premium,H,SI1,62.4,56,3095,6.13,6.05,3.8
0.77,Good,H,VVS1,63.1,57,3096,5.83,5.86,3.69
0.81,Very Good,H,VS1,63.6,57,3104,5.87,5.9,3.74
0.9,Very Good,H,SI2,59.5,63,3105,6.31,6.26,3.74
0.9,Premium,H,SI2,62.4,61,3105,6.11,6.03,3.79
0.9,Very Good,H,SI2,61.1,63,3105,6.19,6.12,3.76
0.9,Fair,H,SI2,65.6,58,3105,6.05,5.95,3.95
0.9,Very Good,H,SI2,63.4,60,3105,6.08,6.03,3.84
0.9,Premium,H,SI2,59.6,59,3105,6.38,6.24,3.76
0.9,Good,H,SI2,64.1,58,3105,6.05,6.02,3.87
0.32,Ideal,H,VS1,61.3,55,561,4.41,4.43,2.71
0.32,Premium,H,VS1,61.3,60,561,4.33,4.38,2.67
0.32,Very Good,H,VS1,61.7,61,561,4.38,4.43,2.72
0.32,Very Good,H,VS1,60.5,59,561,4.41,4.42,2.67
0.32,Premium,H,VS1,60.6,60,561,4.4,4.44,2.68
0.32,Very Good,H,VS1,62.9,54,561,4.37,4.41,2.76
0.32,Premium,H,VS1,62.4,58,561,4.35,4.4,2.73
0.81,Premium,H,VS1,61.7,58,3107,5.98,5.95,3.68
1.01,Good,H,I1,63.2,58,3110,6.33,6.39,4.02
1.01,Good,H,SI2,64.1,56,3111,6.37,6.3,4.06
0.8,Ideal,H,VS1,63.1,58,3111,5.89,5.96,3.74
0.71,Very Good,H,IF,63,57,3112,5.63,5.7,3.57
0.9,Good,H,SI2,60.4,61,3114,6.14,6.22,3.73
0.9,Good,H,SI2,64.3,58,3114,5.97,6.03,3.86
0.86,Very Good,H,SI1,63.8,56,3115,6.02,6.05,3.85
0.9,Good,H,SI2,64.3,60,3115,6,6.1,3.89
1.08,Premium,H,I1,61.7,59,3118,6.54,6.59,4.05
1.16,Fair,H,SI2,68.2,55,3118,6.47,6.37,4.38
0.87,Ideal,H,VS2,61.7,57,3118,6.14,6.09,3.77
0.72,Ideal,H,VS2,61.7,56,3122,5.74,5.77,3.56
0.72,Ideal,H,VS2,60.1,56,3122,5.85,5.88,3.52
0.72,Ideal,H,VVS1,61.4,56,3124,5.79,5.77,3.55
0.9,Good,H,SI1,60.5,64,3125,6.18,6.11,3.72
0.72,Ideal,H,VS1,61.6,55,3133,5.76,5.8,3.56
1,Ideal,H,I1,61.3,57,3136,6.44,6.41,3.94
0.72,Premium,H,VVS1,61.4,58,3137,5.75,5.78,3.54
0.71,Ideal,H,VVS1,61.1,56,3137,5.78,5.81,3.53
1.02,Premium,H,I1,62.5,60,3141,6.39,6.41,4
1.02,Ideal,H,SI2,58.8,57,3142,6.61,6.55,3.87
0.8,Very Good,H,VS1,62.7,56,3144,5.88,5.96,3.71
0.7,Ideal,H,VS2,61.2,56,3145,5.72,5.75,3.51
0.7,Ideal,H,VS2,61.2,57,3145,5.73,5.77,3.52
0.9,Fair,H,SI1,66.8,55,3145,5.98,5.9,3.97
0.71,Ideal,H,IF,61.2,56,3146,5.74,5.79,3.53
0.77,Very Good,H,VS1,62.2,57,3152,5.81,5.86,3.63
0.83,Very Good,H,VS1,63.1,60,3153,5.91,5.98,3.75
0.8,Ideal,H,VS2,60.6,56,3153,6.03,6.08,3.67
0.9,Very Good,H,SI2,62.8,57,3160,6.15,6.2,3.88
0.9,Good,H,SI2,63.4,60,3160,6.03,6.08,3.84
0.9,Very Good,H,SI2,62.9,57,3160,6.09,6.16,3.85
0.9,Good,H,SI2,62.4,61,3160,6.03,6.11,3.79
0.9,Very Good,H,SI2,59.5,63,3160,6.26,6.31,3.74
0.9,Very Good,H,SI2,61.1,63,3160,6.12,6.19,3.76
0.9,Very Good,H,SI2,59.2,61,3160,6.23,6.27,3.7
0.9,Very Good,H,SI2,63,55,3162,6.1,6.16,3.86
0.73,Ideal,H,VS2,61.4,55,3164,5.79,5.82,3.56
0.73,Ideal,H,VS2,61,56,3164,5.83,5.88,3.57
1,Fair,H,SI2,63.7,54,3164,6.42,6.27,4.06
0.92,Premium,H,SI1,60.7,59,3165,6.34,6.25,3.82
1.01,Premium,H,I1,58.1,59,3167,6.66,6.6,0
0.72,Ideal,H,VS1,61.8,55,3167,5.78,5.81,3.58
0.79,Ideal,H,SI1,61.4,56,3167,5.93,5.96,3.65
0.7,Ideal,H,IF,62.2,55,3167,5.68,5.71,3.54
1.01,Fair,H,SI2,64.5,54,3167,6.26,6.15,4
1.01,Very Good,H,I1,63.2,58,3167,6.39,6.33,4.02
1.23,Ideal,H,I1,61.6,55,3168,6.92,6.87,4.25
0.83,Ideal,H,VS2,61.6,55,3171,6.04,6.08,3.73
1.03,Ideal,H,I1,61.5,57,3172,6.48,6.52,4
1.03,Premium,H,I1,61.1,60,3172,6.46,6.51,3.96
1.03,Ideal,H,SI2,62.4,57,3172,6.43,6.36,4
0.92,Premium,H,SI2,60.4,59,3174,6.36,6.33,3.83
0.7,Ideal,H,VVS1,60.2,57,3175,5.78,5.82,3.49
1.5,Fair,H,I1,69.3,61,3175,6.99,6.81,4.78
0.32,Ideal,H,VS1,61.8,55,561,4.41,4.42,2.73
0.32,Very Good,H,VS1,63,55,561,4.4,4.42,2.78
0.32,Very Good,H,VS1,62.8,58,561,4.35,4.37,2.74
0.4,Good,H,SI2,63.8,57,561,4.67,4.7,2.99
0.32,Ideal,H,VS1,61.1,56,561,4.44,4.46,2.72
0.32,Very Good,H,VS1,62.8,55,561,4.35,4.41,2.75
0.74,Ideal,H,VS2,62.2,55,3178,5.83,5.81,3.62
0.87,Very Good,H,SI1,62.2,57,3180,6.05,6.11,3.78
0.72,Ideal,H,VVS1,60.8,58,3180,5.77,5.8,3.52
0.72,Ideal,H,VVS1,61.8,55,3180,5.74,5.78,3.56
0.72,Ideal,H,VVS1,61.5,57,3180,5.74,5.76,3.54
0.91,Fair,H,SI1,64.4,60,3180,6.1,6.07,3.92
0.91,Fair,H,SI1,64.8,57,3180,6.12,6.07,3.95
0.91,Premium,H,SI1,62.2,56,3180,6.23,6.18,3.86
0.85,Ideal,H,SI1,60.8,57,3183,6.13,6.18,3.74
0.7,Ideal,H,VS1,61.2,55,3185,5.71,5.76,3.51
0.7,Ideal,H,VS1,61,56,3185,5.75,5.79,3.51
0.7,Ideal,H,VS1,61.7,57,3185,5.66,5.7,3.5
0.71,Ideal,H,VS2,61.9,55,3189,5.74,5.77,3.56
0.71,Ideal,H,IF,62,54,3190,5.71,5.75,3.55
0.91,Good,H,VS2,63.8,59,3192,5.99,5.96,3.82
1,Good,H,SI2,62,64,3192,6.43,6.29,3.94
1,Fair,H,SI2,64.4,57,3192,6.35,6.29,4.07
0.9,Good,H,SI2,63.6,60,3193,6.11,6.06,3.87
1.02,Premium,H,I1,62.5,60,3199,6.41,6.39,4
0.9,Good,H,SI1,63.8,57,3201,6.07,6.13,3.89
1.04,Good,H,I1,63.9,58,3203,6.35,6.42,4.08
1.04,Very Good,H,I1,61.6,61,3203,6.45,6.47,3.98
1.11,Premium,H,I1,61,59,3205,6.61,6.67,4.05
0.77,Very Good,H,VVS2,61.1,56,3208,5.89,5.92,3.61
0.9,Very Good,H,SI2,61.5,59,3208,6.15,6.2,3.8
0.8,Very Good,H,VS1,61.7,62,3209,5.89,5.94,3.65
0.73,Ideal,H,VVS1,62.1,56,3220,5.75,5.8,3.59
1.15,Premium,H,SI2,60.4,58,3220,6.8,6.75,4.09
1.01,Premium,H,SI1,62.9,58,3224,6.38,6.34,4
0.9,Fair,H,VS2,65.5,57,3226,6.05,6.01,3.95
0.86,Very Good,H,SI1,59.7,59,3228,6.14,6.23,3.69
0.71,Ideal,H,VS1,61.8,55,3229,5.72,5.77,3.55
0.71,Ideal,H,VS1,61.7,55,3229,5.73,5.75,3.54
0.71,Ideal,H,VS1,60.8,57,3229,5.74,5.79,3.51
0.71,Ideal,H,VS1,61.4,56,3229,5.74,5.78,3.54
0.91,Good,H,SI1,63.7,60,3229,6.16,6.09,3.9
1.03,Ideal,H,I1,61.5,57,3230,6.52,6.48,4
0.71,Ideal,H,IF,62.2,57,3234,5.7,5.74,3.56
1.05,Ideal,H,SI2,60.6,57,3234,6.59,6.55,3.98
0.8,Very Good,H,VS2,63.1,57,3235,5.87,5.92,3.72
0.7,Ideal,H,VVS2,62.2,55,3235,5.71,5.76,3.57
0.9,Very Good,H,SI1,63.2,61,3242,6.12,6.03,3.84
0.31,Ideal,H,VS1,62,53,562,4.34,4.37,2.7
0.31,Ideal,H,VS1,61.3,55,562,4.36,4.38,2.68
0.39,Very Good,H,SI2,62.4,59,562,4.58,4.65,2.88
0.33,Ideal,H,SI1,61.7,55,564,4.43,4.46,2.74
0.33,Ideal,H,SI1,60.6,56,564,4.46,4.49,2.72
1,Fair,H,SI2,66.5,62,3248,6.19,6.1,4.09
0.83,Very Good,H,VS2,61.7,59,3249,5.95,6.02,3.69
0.76,Ideal,H,VVS2,61,56,3249,5.85,5.91,3.59
0.9,Good,H,SI2,63.6,60,3250,6.06,6.11,3.87
0.9,Very Good,H,SI2,59.6,59,3250,6.38,6.24,3.76
0.9,Very Good,H,SI2,62.4,58,3250,6.11,6.16,3.83
0.74,Ideal,H,VS1,61,55,3254,5.86,5.88,3.58
0.74,Ideal,H,VS1,62.1,55,3254,5.82,5.84,3.62
0.9,Very Good,H,SI2,64.1,59,3255,5.97,6.07,3.86
0.81,Ideal,H,VS1,61.8,58,3257,5.97,6.04,3.71
0.72,Ideal,H,IF,61.4,56,3257,5.76,5.8,3.55
1.04,Good,H,I1,63.9,58,3261,6.42,6.35,4.08
1.04,Premium,H,I1,61.6,61,3261,6.47,6.45,3.98
1.11,Premium,H,I1,61,59,3263,6.67,6.61,4.05
0.81,Premium,H,VVS2,62.8,58,3266,5.92,5.89,3.71
0.8,Very Good,H,VS1,60.9,57,3273,5.98,6.02,3.65
0.72,Ideal,H,VS1,60.7,55,3274,5.83,5.85,3.54
0.72,Ideal,H,VS1,61.5,55,3274,5.77,5.85,3.56
0.72,Ideal,H,VS1,61.6,56,3274,5.76,5.79,3.55
